OBJECTID,Offense,BORO_NM,Latitude,Longitude
81265,ROBBERY,BRONX,40.85103444,-73.88823888
81297,ROBBERY,QUEENS,40.75490474,-73.87387944
81299,ROBBERY,BROOKLYN,40.688326,-73.876194
81309,ROBBERY,BRONX,40.82950189,-73.87460889
81331,ROBBERY,BRONX,40.833944,-73.876132
81340,RAPE,BRONX,40.82291231,-73.8700413
81341,ROBBERY,BROOKLYN,40.66672732,-73.86976023
81350,ROBBERY,QUEENS,40.750286,-73.860228
81369,RAPE,BRONX,40.82291231,-73.8700413
81409,ROBBERY,BRONX,40.835934,-73.860417
81420,ROBBERY,QUEENS,40.680351,-73.844265
81429,ROBBERY,QUEENS,40.74726832,-73.85698205
81456,ROBBERY,QUEENS,40.71912,-73.842106
81465,ROBBERY,BRONX,40.859804,-73.835273
81502,ROBBERY,BRONX,40.830205,-73.821548
81526,ROBBERY,QUEENS,40.668281,-73.804257
81542,ROBBERY,QUEENS,40.595016,-73.785405
81711,ROBBERY,MANHATTAN,40.71305568,-74.00722513
81730,ROBBERY,MANHATTAN,40.744354,-74.006598
81733,ROBBERY,MANHATTAN,40.76142,-73.999734
81757,ROBBERY,BROOKLYN,40.64028908,-73.99479694
81834,ROBBERY,MANHATTAN,40.720884,-73.988818
81865,ROBBERY,MANHATTAN,40.74912962,-73.9882379
81912,ROBBERY,BROOKLYN,40.690034,-73.983789
81915,ROBBERY,BROOKLYN,40.590426,-73.981122
81950,ROBBERY,BROOKLYN,40.597075,-73.972362
81981,ROBBERY,BROOKLYN,40.683291,-73.974852
82037,ROBBERY,MANHATTAN,40.77852,-73.957356
82099,RAPE,BROOKLYN,40.64885075,-73.95101651
82101,ROBBERY,MANHATTAN,40.797107,-73.945898
82105,ROBBERY,BROOKLYN,40.583604,-73.949017
82183,ROBBERY,BROOKLYN,40.711881,-73.941458
82239,ROBBERY,MANHATTAN,40.809178,-73.936037
82302,ROBBERY,BROOKLYN,40.65250076,-73.92463916
82310,ROBBERY,BRONX,40.836903,-73.928444
82311,ROBBERY,BRONX,40.827377,-73.924495
82337,ROBBERY,BROOKLYN,40.649216,-73.920421
82342,ROBBERY,BROOKLYN,40.668825,-73.922588
82359,ROBBERY,MANHATTAN,40.864461,-73.920306
82394,ROBBERY,BRONX,40.835013,-73.919194
82414,ROBBERY,BROOKLYN,40.685272,-73.91462
82423,ROBBERY,BRONX,40.823924,-73.912947
82425,ROBBERY,BRONX,40.835563,-73.909677
82430,ROBBERY,BRONX,40.829366,-73.908792
82444,ROBBERY,QUEENS,40.699735,-73.911422
82451,ROBBERY,BRONX,40.818437,-73.907411
82473,ROBBERY,BROOKLYN,40.612661,-73.912395
82474,ROBBERY,BRONX,40.829366,-73.908792
82502,ROBBERY,BRONX,40.8529,-73.909338
82504,ROBBERY,BROOKLYN,40.667566,-73.907293
82505,ROBBERY,BRONX,40.813609,-73.903994
82511,ROBBERY,BRONX,40.869876,-73.901791
82517,ROBBERY,BRONX,40.826132,-73.901077
82537,ROBBERY,BRONX,40.836551,-73.90244
82570,ROBBERY,BRONX,40.862207,-73.898924
82578,ROBBERY,BRONX,40.818856,-73.893592
82581,ROBBERY,BROOKLYN,40.659248,-73.89115
82621,ROBBERY,BRONX,40.8466,-73.887884
82683,RAPE,BRONX,40.86947048,-73.8798608
82692,ROBBERY,BROOKLYN,40.66646931,-73.88250675
82701,ROBBERY,QUEENS,40.752102,-73.872425
82756,ROBBERY,BROOKLYN,40.667127,-73.866977
82768,ROBBERY,QUEENS,40.742386,-73.854469
82778,ROBBERY,BRONX,40.899221,-73.853651
82808,MURDER & NON-NEGL. MANSLAUGHTER,QUEENS,40.686814,-73.843749
82858,ROBBERY,BRONX,40.846157,-73.831705
82867,RAPE,QUEENS,40.68239828,-73.84007216
82868,RAPE,QUEENS,40.7623158,-73.827448
82881,ROBBERY,BRONX,40.844845,-73.831831
82954,ROBBERY,QUEENS,40.71331908,-73.76401847
83181,ROBBERY,MANHATTAN,40.750012,-73.991337
83202,ROBBERY,MANHATTAN,40.743413,-73.989083
83314,ROBBERY,BROOKLYN,40.67799932,-73.97305426
83317,ROBBERY,MANHATTAN,40.71904,-73.975903
83329,ROBBERY,MANHATTAN,40.74309982,-73.97400952
83364,ROBBERY,MANHATTAN,40.761913,-73.968415
83394,ROBBERY,QUEENS,40.743645,-73.955039
83480,ROBBERY,BROOKLYN,40.638698,-73.946819
83491,ROBBERY,MANHATTAN,40.791232,-73.944922
83498,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.816002,-73.941332
83531,ROBBERY,BROOKLYN,40.704991,-73.941093
83539,ROBBERY,MANHATTAN,40.841373,-73.936767
83544,ROBBERY,MANHATTAN,40.819408,-73.940703
83555,ROBBERY,MANHATTAN,40.80069461,-73.94110936
83588,ROBBERY,BROOKLYN,40.694118,-73.937268
83598,ROBBERY,MANHATTAN,40.833452,-73.935448
83634,ROBBERY,BROOKLYN,40.67682,-73.934538
83666,ROBBERY,BRONX,40.83197375,-73.92348912
83676,ROBBERY,MANHATTAN,40.86987638,-73.92089646
83698,ROBBERY,BRONX,40.83732348,-73.9198306
83741,ROBBERY,BRONX,40.84900505,-73.91612841
83898,ROBBERY,QUEENS,40.737903,-73.883334
83906,ROBBERY,BROOKLYN,40.666423,-73.882853
83930,ROBBERY,BRONX,40.829779,-73.880406
83932,ROBBERY,BROOKLYN,40.653454,-73.886801
83958,ROBBERY,BRONX,40.82830299,-73.8829509
83979,ROBBERY,BROOKLYN,40.668864,-73.86695
84008,ROBBERY,BRONX,40.880897,-73.860901
84016,ROBBERY,BRONX,40.819689,-73.848185
84021,ROBBERY,QUEENS,40.666527,-73.849146
84079,ROBBERY,QUEENS,40.680096,-73.840455
84147,ROBBERY,QUEENS,40.69697,-73.792741
84207,ROBBERY,QUEENS,40.605021,-73.751479
84220,ROBBERY,QUEENS,40.70105171,-73.76758547
84297,ROBBERY,STATEN ISLAND,40.645434,-74.080804
84361,ROBBERY,BROOKLYN,40.63842,-74.008307
84372,ROBBERY,BROOKLYN,40.63541,-74.007852
84386,ROBBERY,MANHATTAN,40.709325,-74.005974
84403,RAPE,MANHATTAN,40.74266361,-73.99804911
84422,ROBBERY,MANHATTAN,40.73722898,-74.00064591
84452,ROBBERY,MANHATTAN,40.718387,-73.992858
84455,ROBBERY,MANHATTAN,40.74400577,-73.99941536
84460,ROBBERY,MANHATTAN,40.72593145,-73.99464955
84461,ROBBERY,MANHATTAN,40.739153,-74.001104
84490,ROBBERY,MANHATTAN,40.746019,-73.992391
84506,ROBBERY,MANHATTAN,40.739564,-73.995233
84546,ROBBERY,BROOKLYN,40.684273,-73.989343
84565,ROBBERY,MANHATTAN,40.755421,-73.986522
84579,ROBBERY,MANHATTAN,40.728473,-73.984645
84640,ROBBERY,MANHATTAN,40.758229,-73.980352
84669,ROBBERY,MANHATTAN,40.719174,-73.97655
84891,ROBBERY,MANHATTAN,40.808372,-73.946904
84912,ROBBERY,BROOKLYN,40.723934,-73.950883
84949,ROBBERY,BROOKLYN,40.680151,-73.945124
84956,ROBBERY,MANHATTAN,40.798961,-73.943488
85013,ROBBERY,MANHATTAN,40.829679,-73.940648
85055,ROBBERY,MANHATTAN,40.811123,-73.936714
85093,ROBBERY,BROOKLYN,40.633675,-73.928953
85135,ROBBERY,BRONX,40.809185,-73.925188
85233,ROBBERY,QUEENS,40.769713,-73.916338
85252,ROBBERY,BROOKLYN,40.63120561,-73.91153845
85293,ROBBERY,BRONX,40.83981081,-73.91313313
85295,ROBBERY,BRONX,40.830688,-73.916145
85303,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.816666,-73.905107
85317,RAPE,BRONX,40.82227104,-73.91169778
85320,ROBBERY,BRONX,40.83311,-73.909156
85403,ROBBERY,BROOKLYN,40.676733,-73.900419
85433,ROBBERY,BRONX,40.853625,-73.895954
85439,ROBBERY,BRONX,40.822031,-73.891729
85466,ROBBERY,BROOKLYN,40.663492,-73.889355
85468,ROBBERY,BROOKLYN,40.669299,-73.895709
85502,ROBBERY,BRONX,40.839347,-73.889209
85504,ROBBERY,BRONX,40.82765564,-73.88609567
85618,ROBBERY,BRONX,40.826026,-73.861687
85621,ROBBERY,BRONX,40.831534,-73.862079
85646,ROBBERY,BRONX,40.833338,-73.86011
85762,ROBBERY,QUEENS,40.681629,-73.820874
85802,ROBBERY,QUEENS,40.734681,-73.810626
85946,ROBBERY,QUEENS,40.760941,-73.782626
86062,ROBBERY,BROOKLYN,40.674616,-74.003983
86072,ROBBERY,BROOKLYN,40.641712,-74.017525
86127,ROBBERY,BROOKLYN,40.62525599,-73.99869592
86159,ROBBERY,MANHATTAN,40.710581,-74.000825
86160,RAPE,MANHATTAN,40.71601201,-73.99733203
86174,ROBBERY,MANHATTAN,40.75652716,-73.99401903
86246,ROBBERY,MANHATTAN,40.750403,-73.985236
86258,ROBBERY,MANHATTAN,40.726088,-73.986383
86302,ROBBERY,MANHATTAN,40.747422,-73.982148
86304,ROBBERY,BROOKLYN,40.624501,-73.977027
86406,ROBBERY,MANHATTAN,40.71886109,-73.97491363
86413,ROBBERY,BROOKLYN,40.61811226,-73.95910617
86414,ROBBERY,BROOKLYN,40.61958322,-73.95840286
86463,ROBBERY,MANHATTAN,40.77364202,-73.95985551
86476,ROBBERY,MANHATTAN,40.798842,-73.953882
86507,ROBBERY,BROOKLYN,40.63202146,-73.94876128
86511,RAPE,QUEENS,40.7431246,-73.95606807
86514,ROBBERY,BROOKLYN,40.632779,-73.950919
86519,ROBBERY,MANHATTAN,40.797107,-73.945898
86524,ROBBERY,MANHATTAN,40.813343,-73.946995
86536,ROBBERY,MANHATTAN,40.813343,-73.946995
86596,ROBBERY,BROOKLYN,40.704991,-73.941093
86605,ROBBERY,MANHATTAN,40.825355,-73.938068
86677,ROBBERY,MANHATTAN,40.80437577,-73.93742024
86696,ROBBERY,MANHATTAN,40.84954224,-73.93639819
86774,ROBBERY,BRONX,40.82272,-73.919368
86795,ROBBERY,MANHATTAN,40.86868689,-73.92343241
86807,ROBBERY,BRONX,40.81606683,-73.91764392
86813,ROBBERY,BROOKLYN,40.693394,-73.919406
86816,RAPE,BROOKLYN,40.69847382,-73.91776898
86829,ROBBERY,BRONX,40.817396,-73.91576
86835,ROBBERY,BRONX,40.834553,-73.915442
86926,ROBBERY,BRONX,40.833867,-73.904257
86963,ROBBERY,BROOKLYN,40.67370563,-73.90116807
86965,ROBBERY,BROOKLYN,40.66827221,-73.90262523
86971,ROBBERY,QUEENS,40.74054003,-73.89730872
87005,ROBBERY,BROOKLYN,40.67204219,-73.89486189
87007,ROBBERY,BRONX,40.873517,-73.8957
87040,ROBBERY,BROOKLYN,40.64257424,-73.89794955
87064,ROBBERY,QUEENS,40.745932,-73.883745
87067,ROBBERY,QUEENS,40.744195,-73.885607
87069,ROBBERY,BRONX,40.835933,-73.886463
87092,RAPE,BROOKLYN,40.67135982,-73.88181102
87110,ROBBERY,BROOKLYN,40.669867,-73.88112
87114,RAPE,BROOKLYN,40.67135982,-73.88181102
87158,ROBBERY,BROOKLYN,40.6739169,-73.8731133
87185,ROBBERY,BRONX,40.844051,-73.864235
87208,ROBBERY,BRONX,40.825145,-73.864274
87209,ROBBERY,BRONX,40.886853,-73.862682
87267,ROBBERY,BRONX,40.894271,-73.851823
87314,ROBBERY,BRONX,40.843093,-73.836844
87403,ROBBERY,QUEENS,40.685871,-73.793581
87417,ROBBERY,QUEENS,40.60258,-73.766846
87436,ROBBERY,QUEENS,40.696142,-73.777505
87457,RAPE,QUEENS,40.67998074,-73.77623391
87480,ROBBERY,QUEENS,40.72926,-73.743495
87521,ROBBERY,STATEN ISLAND,40.621203,-74.083249
87656,ROBBERY,MANHATTAN,40.760042,-73.991458
87684,ROBBERY,MANHATTAN,40.75973013,-73.99168328
87715,ROBBERY,MANHATTAN,40.720391,-73.989418
87719,ROBBERY,MANHATTAN,40.749113,-73.986165
87737,ROBBERY,MANHATTAN,40.754162,-73.982502
87777,ROBBERY,BROOKLYN,40.59476266,-73.98197815
87805,RAPE,BROOKLYN,40.63059985,-73.97370532
87812,ROBBERY,MANHATTAN,40.782806,-73.978574
87877,ROBBERY,BROOKLYN,40.652997,-73.957965
87879,ROBBERY,BROOKLYN,40.640543,-73.955677
87909,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.775129,-73.955214
87931,ROBBERY,BROOKLYN,40.647959,-73.959548
87938,ROBBERY,MANHATTAN,40.824613,-73.950157
87946,ROBBERY,BROOKLYN,40.705693,-73.950263
88044,ROBBERY,BROOKLYN,40.631808,-73.945123
88106,ROBBERY,QUEENS,40.752025,-73.938717
88168,ROBBERY,MANHATTAN,40.833452,-73.935448
88219,RAPE,BRONX,40.81035186,-73.92494233
88345,ROBBERY,QUEENS,40.736358,-73.919106
88373,ROBBERY,BRONX,40.823883,-73.914003
88401,ROBBERY,BRONX,40.846253,-73.901755
88459,ROBBERY,BRONX,40.821333,-73.898398
88482,ROBBERY,QUEENS,40.744533,-73.897342
88485,ROBBERY,BRONX,40.856734,-73.900366
88504,ROBBERY,BRONX,40.869214,-73.893393
88535,ROBBERY,QUEENS,40.701075,-73.891196
88588,ROBBERY,QUEENS,40.747682,-73.883467
88681,ROBBERY,BRONX,40.86644,-73.861153
88707,ROBBERY,BRONX,40.868338,-73.863428
88724,ROBBERY,BRONX,40.886123,-73.851276
88732,ROBBERY,QUEENS,40.67065443,-73.85540878
88833,ROBBERY,BRONX,40.84067723,-73.83838917
88856,ROBBERY,QUEENS,40.702435,-73.803364
88880,ROBBERY,QUEENS,40.764821,-73.822075
88915,ROBBERY,QUEENS,40.59615207,-73.76130342
88926,ROBBERY,QUEENS,40.709285,-73.78872
88952,ROBBERY,QUEENS,40.67357207,-73.79257399
89014,ROBBERY,STATEN ISLAND,40.60306909,-74.14046189
89144,ROBBERY,BROOKLYN,40.65070557,-74.00449031
89186,ROBBERY,MANHATTAN,40.765079,-73.996609
89234,ROBBERY,MANHATTAN,40.7185558,-73.98820001
89250,ROBBERY,MANHATTAN,40.747912,-73.988241
89268,RAPE,MANHATTAN,40.76502408,-73.98483595
89344,RAPE,MANHATTAN,40.78425198,-73.97489767
89353,ROBBERY,MANHATTAN,40.74081,-73.974238
89435,ROBBERY,MANHATTAN,40.76718453,-73.9624695
89484,RAPE,BROOKLYN,40.64885075,-73.95101651
89516,ROBBERY,BROOKLYN,40.649748,-73.950379
89563,ROBBERY,BROOKLYN,40.660965,-73.94265
89586,ROBBERY,BROOKLYN,40.703679,-73.938044
89587,ROBBERY,QUEENS,40.75132743,-73.94108652
89632,ROBBERY,MANHATTAN,40.847678,-73.934933
89640,ROBBERY,BROOKLYN,40.59423,-73.936839
89642,ROBBERY,BROOKLYN,40.697586,-73.932758
89666,ROBBERY,BROOKLYN,40.690259,-73.935004
89689,ROBBERY,BRONX,40.822622,-73.930942
89690,ROBBERY,BRONX,40.82283997,-73.92875669
89705,ROBBERY,MANHATTAN,40.86159271,-73.92474206
89732,ROBBERY,BROOKLYN,40.693394,-73.919406
89792,ROBBERY,BRONX,40.833437,-73.914525
89798,ROBBERY,BROOKLYN,40.681132,-73.910047
89803,ROBBERY,BROOKLYN,40.663601,-73.912599
89821,ROBBERY,BRONX,40.876201,-73.907648
89822,ROBBERY,BRONX,40.837369,-73.906691
89839,ROBBERY,QUEENS,40.75016095,-73.90433538
89877,ROBBERY,BRONX,40.826103,-73.904607
89898,RAPE,BRONX,40.85359837,-73.90057688
89950,ROBBERY,QUEENS,40.74684483,-73.89143078
89957,ROBBERY,BRONX,40.846265,-73.885034
89960,ROBBERY,BROOKLYN,40.670528,-73.887418
89982,ROBBERY,QUEENS,40.74694276,-73.8904995
89987,ROBBERY,QUEENS,40.738985,-73.889067
90013,ROBBERY,QUEENS,40.759895,-73.870911
90019,ROBBERY,BRONX,40.871152,-73.878751
90047,ROBBERY,BRONX,40.862279,-73.867454
90058,ROBBERY,BRONX,40.896337,-73.868493
90066,RAPE,QUEENS,40.74348126,-73.87400354
90083,ROBBERY,BRONX,40.839667,-73.867379
90161,ROBBERY,BRONX,40.822882,-73.848929
90233,ROBBERY,QUEENS,40.681371,-73.821784
90255,ROBBERY,QUEENS,40.68438284,-73.82326021
90277,RAPE,QUEENS,40.7623158,-73.827448
90281,ROBBERY,QUEENS,40.709107,-73.818252
90283,ROBBERY,QUEENS,40.592296,-73.794094
90344,ROBBERY,QUEENS,40.59653,-73.798517
90365,ROBBERY,QUEENS,40.598139,-73.766898
90380,ROBBERY,QUEENS,40.679906,-73.74348
90483,ROBBERY,BROOKLYN,40.636158,-74.010658
90492,ROBBERY,BROOKLYN,40.677033,-74.00461
90560,ROBBERY,MANHATTAN,40.712911,-73.995788
90582,ROBBERY,MANHATTAN,40.75723226,-73.98979219
90628,ROBBERY,MANHATTAN,40.749113,-73.986165
90674,ROBBERY,BROOKLYN,40.687345,-73.978276
90677,ROBBERY,BROOKLYN,40.645099,-73.982729
90718,ROBBERY,MANHATTAN,40.754256,-73.971907
90724,ROBBERY,MANHATTAN,40.804498,-73.966458
90858,ROBBERY,MANHATTAN,40.793268,-73.948706
90881,ROBBERY,BROOKLYN,40.67871,-73.949667
90901,ROBBERY,MANHATTAN,40.807094,-73.943873
90995,ROBBERY,MANHATTAN,40.831221,-73.935749
91014,ROBBERY,MANHATTAN,40.801105,-73.934685
91046,ROBBERY,BROOKLYN,40.675638,-73.927184
91052,ROBBERY,BROOKLYN,40.643284,-73.929477
91105,ROBBERY,BRONX,40.809665,-73.920191
91246,RAPE,BRONX,40.88286213,-73.90357449
91256,RAPE,BRONX,40.85359837,-73.90057688
91284,ROBBERY,BRONX,40.839384,-73.90418
91299,ROBBERY,BRONX,40.865376,-73.893201
91303,ROBBERY,BRONX,40.862222,-73.89388
91314,ROBBERY,BRONX,40.83542901,-73.89513853
91367,ROBBERY,BRONX,40.852391,-73.889215
91437,ROBBERY,QUEENS,40.746465,-73.87626
91449,ROBBERY,BROOKLYN,40.67871336,-73.867004
91509,ROBBERY,BRONX,40.886045,-73.861444
91544,ROBBERY,BRONX,40.905479,-73.848451
91562,ROBBERY,QUEENS,40.67895,-73.850198
91604,ROBBERY,QUEENS,40.690643,-73.819551
91624,ROBBERY,QUEENS,40.683548,-73.826189
91647,ROBBERY,BRONX,40.83391157,-73.82708021
91648,RAPE,QUEENS,40.7623158,-73.827448
91743,ROBBERY,STATEN ISLAND,40.638977,-74.171252
91794,ROBBERY,MANHATTAN,40.708231,-74.015451
91816,ROBBERY,BROOKLYN,40.641395,-74.003419
91868,ROBBERY,MANHATTAN,40.736683,-73.995228
91882,ROBBERY,MANHATTAN,40.714823,-73.993676
91963,ROBBERY,MANHATTAN,40.728473,-73.984645
91976,ROBBERY,MANHATTAN,40.747036,-73.987127
92048,ROBBERY,MANHATTAN,40.752378,-73.973274
92137,ROBBERY,BROOKLYN,40.717681,-73.958963
92210,ROBBERY,BROOKLYN,40.639476,-73.945447
92233,ROBBERY,BROOKLYN,40.64112448,-73.94562665
92235,ROBBERY,BROOKLYN,40.69897267,-73.94409724
92260,ROBBERY,MANHATTAN,40.807967,-73.93902
92303,ROBBERY,BROOKLYN,40.690061,-73.933467
92373,RAPE,BROOKLYN,40.6894643,-73.92402909
92381,ROBBERY,MANHATTAN,40.789593,-73.929984
92385,ROBBERY,BROOKLYN,40.67927614,-73.92905788
92399,ROBBERY,BRONX,40.84516547,-73.92445343
92406,ROBBERY,BRONX,40.845188,-73.922462
92420,ROBBERY,BROOKLYN,40.69845461,-73.92175622
92437,ROBBERY,BRONX,40.816972,-73.921152
92462,ROBBERY,BRONX,40.842059,-73.91782
92469,ROBBERY,BRONX,40.81609988,-73.917792
92471,ROBBERY,BROOKLYN,40.67443627,-73.91945552
92492,ROBBERY,BRONX,40.8225697,-73.91130764
92525,ROBBERY,BRONX,40.812572,-73.905872
92577,ROBBERY,BRONX,40.812511,-73.902811
92719,ROBBERY,BROOKLYN,40.651813,-73.881428
92731,ROBBERY,BROOKLYN,40.64802,-73.881947
92739,ROBBERY,BRONX,40.84066645,-73.88151242
92749,ROBBERY,BRONX,40.855228,-73.881138
92793,ROBBERY,BRONX,40.875119,-73.866493
92838,ROBBERY,QUEENS,40.753937,-73.860838
92885,ROBBERY,BRONX,40.81303269,-73.84663518
92901,RAPE,QUEENS,40.7623158,-73.827448
92906,ROBBERY,QUEENS,40.764613,-73.833362
92944,ROBBERY,QUEENS,40.700111,-73.830455
93093,RAPE,QUEENS,40.60277623,-73.75011736
93104,ROBBERY,QUEENS,40.72911,-73.745726
93207,ROBBERY,BROOKLYN,40.619035,-74.006953
93209,ROBBERY,BROOKLYN,40.634162,-74.005786
93226,ROBBERY,BROOKLYN,40.63786,-74.008889
93288,ROBBERY,MANHATTAN,40.734713,-73.996662
93304,ROBBERY,BROOKLYN,40.66613655,-73.99223564
93310,ROBBERY,MANHATTAN,40.752256,-73.991557
93422,ROBBERY,BROOKLYN,40.57615688,-73.97598385
93517,ROBBERY,MANHATTAN,40.774051,-73.963781
93530,ROBBERY,BROOKLYN,40.58163,-73.961487
93604,ROBBERY,BROOKLYN,40.70102764,-73.94811677
93617,ROBBERY,MANHATTAN,40.811743,-73.950861
93629,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.829217,-73.943363
93650,ROBBERY,QUEENS,40.754155,-73.944651
93654,ROBBERY,MANHATTAN,40.85035417,-73.94060482
93660,ROBBERY,BROOKLYN,40.708746,-73.940018
93680,ROBBERY,MANHATTAN,40.821709,-73.937164
93693,ROBBERY,MANHATTAN,40.798965,-73.942427
93782,RAPE,BRONX,40.81035186,-73.92494233
93784,ROBBERY,BRONX,40.80718672,-73.9242798
93803,ROBBERY,BRONX,40.80452,-73.921979
93805,ROBBERY,BRONX,40.83572429,-73.92128399
93811,ROBBERY,BROOKLYN,40.676913,-73.921385
93853,ROBBERY,BROOKLYN,40.635188,-73.918929
93881,ROBBERY,BRONX,40.834211,-73.912529
93888,ROBBERY,BRONX,40.83577855,-73.91647394
93898,ROBBERY,BROOKLYN,40.674205,-73.915304
93900,ROBBERY,BROOKLYN,40.657877,-73.914989
93923,ROBBERY,BRONX,40.847057,-73.915066
93947,ROBBERY,BROOKLYN,40.689909,-73.908768
93975,ROBBERY,BROOKLYN,40.66365723,-73.90144969
94011,ROBBERY,BRONX,40.85711845,-73.89906635
94070,ROBBERY,BRONX,40.860707,-73.899247
94081,ROBBERY,BRONX,40.862359,-73.892542
94094,ROBBERY,BRONX,40.853931,-73.892436
94103,ROBBERY,BRONX,40.83364494,-73.89215643
94132,ROBBERY,BRONX,40.84010575,-73.88618277
94175,ROBBERY,BROOKLYN,40.667246,-73.877666
94182,ROBBERY,QUEENS,40.735404,-73.875682
94244,ROBBERY,QUEENS,40.734478,-73.868013
94268,ROBBERY,BRONX,40.865486,-73.858203
94292,ROBBERY,BRONX,40.868146,-73.859062
94295,ROBBERY,BRONX,40.840757,-73.841285
94315,RAPE,QUEENS,40.68239828,-73.84007216
94381,ROBBERY,QUEENS,40.764821,-73.822075
94418,ROBBERY,BRONX,40.819842,-73.810101
94459,ROBBERY,QUEENS,40.74918655,-73.75818539
94463,ROBBERY,QUEENS,40.707196,-73.78966
94486,ROBBERY,QUEENS,40.60478281,-73.75399789
94496,ROBBERY,QUEENS,40.66703913,-73.75731529
94512,ROBBERY,QUEENS,40.707934,-73.785237
94529,MURDER & NON-NEGL. MANSLAUGHTER,STATEN ISLAND,40.558371,-74.197171
94740,ROBBERY,MANHATTAN,40.71431229,-73.98716548
94771,ROBBERY,MANHATTAN,40.76481845,-73.98518947
94811,ROBBERY,MANHATTAN,40.712844,-73.983828
94814,ROBBERY,MANHATTAN,40.72677,-73.981495
94852,ROBBERY,MANHATTAN,40.772503,-73.982186
94880,ROBBERY,MANHATTAN,40.739475,-73.979735
94899,ROBBERY,BROOKLYN,40.67799932,-73.97305426
94972,ROBBERY,BROOKLYN,40.650298,-73.959342
95024,ROBBERY,MANHATTAN,40.77848,-73.954233
95075,ROBBERY,MANHATTAN,40.808372,-73.946904
95097,ROBBERY,BROOKLYN,40.639868,-73.944495
95158,ROBBERY,BROOKLYN,40.657688,-73.940965
95182,ROBBERY,MANHATTAN,40.843844,-73.936821
95202,ROBBERY,MANHATTAN,40.84529994,-73.93826002
95296,ROBBERY,QUEENS,40.742588,-73.922611
95297,ROBBERY,MANHATTAN,40.855912,-73.927093
95333,ROBBERY,BROOKLYN,40.62194089,-73.91751602
95340,ROBBERY,BRONX,40.837231,-73.922287
95354,ROBBERY,BROOKLYN,40.699245,-73.914143
95381,ROBBERY,QUEENS,40.7700309,-73.91216634
95396,ROBBERY,BRONX,40.861849,-73.912645
95426,ROBBERY,BROOKLYN,40.672126,-73.907496
95437,ROBBERY,BROOKLYN,40.641048,-73.910652
95467,ROBBERY,BRONX,40.871489,-73.904459
95478,ROBBERY,BRONX,40.873432,-73.904124
95507,RAPE,BRONX,40.8441566,-73.90060545
95534,ROBBERY,BRONX,40.823389,-73.894392
95637,ROBBERY,BRONX,40.8780126,-73.88052376
95674,ROBBERY,QUEENS,40.757281,-73.868993
95738,ROBBERY,QUEENS,40.68620669,-73.85568515
95758,ROBBERY,BRONX,40.822296,-73.856169
95761,ROBBERY,QUEENS,40.744679,-73.863199
95776,ROBBERY,BRONX,40.839217,-73.843764
95787,ROBBERY,BRONX,40.885445,-73.840755
95800,ROBBERY,BRONX,40.862085,-73.830675
95817,ROBBERY,BRONX,40.881437,-73.838285
95821,ROBBERY,QUEENS,40.718884,-73.838211
95907,ROBBERY,QUEENS,40.70247387,-73.79992086
95918,ROBBERY,QUEENS,40.70403306,-73.79379204
95920,ROBBERY,QUEENS,40.705608,-73.79209
95930,ROBBERY,QUEENS,40.669522,-73.764743
96076,ROBBERY,BROOKLYN,40.63210952,-74.00702182
96104,ROBBERY,MANHATTAN,40.71445025,-73.99959238
96160,ROBBERY,MANHATTAN,40.753056,-73.996546
96205,ROBBERY,MANHATTAN,40.756259,-73.990501
96253,ROBBERY,MANHATTAN,40.749113,-73.986165
96319,ROBBERY,MANHATTAN,40.784839,-73.979236
96536,ROBBERY,MANHATTAN,40.784042,-73.948701
96564,ROBBERY,BROOKLYN,40.680151,-73.945124
96619,RAPE,BROOKLYN,40.62816974,-73.94135878
96680,ROBBERY,BRONX,40.82406099,-73.92814115
96757,ROBBERY,BRONX,40.840294,-73.917873
96824,ROBBERY,BRONX,40.815158,-73.912446
96858,ROBBERY,BRONX,40.815938,-73.907617
96888,ROBBERY,BRONX,40.826342,-73.906206
96916,ROBBERY,BRONX,40.821153,-73.90583
96993,ROBBERY,BROOKLYN,40.676514,-73.890823
97003,ROBBERY,BROOKLYN,40.67803108,-73.8916726
97026,ROBBERY,BRONX,40.8739479,-73.88340208
97039,ROBBERY,BRONX,40.840627,-73.884612
97042,ROBBERY,BRONX,40.856509,-73.884265
97062,ROBBERY,BROOKLYN,40.680472,-73.887186
97118,ROBBERY,BRONX,40.877599,-73.881646
97171,ROBBERY,QUEENS,40.691493,-73.866065
97208,ROBBERY,BRONX,40.885533,-73.853323
97211,ROBBERY,BRONX,40.82188131,-73.85926051
97224,ROBBERY,BRONX,40.905795,-73.853031
97254,ROBBERY,QUEENS,40.67125,-73.842962
97294,ROBBERY,QUEENS,40.76644631,-73.82908929
97318,ROBBERY,QUEENS,40.781692,-73.840957
97340,ROBBERY,QUEENS,40.702795,-73.807242
97360,ROBBERY,QUEENS,40.763304,-73.815841
97363,ROBBERY,QUEENS,40.67457,-73.791022
97447,RAPE,QUEENS,40.76039614,-73.76750253
97516,ROBBERY,STATEN ISLAND,40.647682,-74.082631
97532,ROBBERY,STATEN ISLAND,40.63776,-74.076476
