OBJECTID,Offense,BORO_NM,Latitude,Longitude
88,ROBBERY,STATEN ISLAND,40.643566,-74.074001
100,ROBBERY,MANHATTAN,40.73975138,-74.00252241
114,RAPE,MANHATTAN,40.73389676,-74.00539584
170,ROBBERY,MANHATTAN,40.717274,-74.004902
180,RAPE,BROOKLYN,40.65815775,-74.00044115
185,ROBBERY,MANHATTAN,40.735617,-74.000539
190,ROBBERY,MANHATTAN,40.754372,-73.995585
221,ROBBERY,MANHATTAN,40.741928,-73.993512
261,ROBBERY,BROOKLYN,40.605049,-73.990582
287,ROBBERY,BROOKLYN,40.575023,-73.98988
307,ROBBERY,MANHATTAN,40.720656,-73.988061
316,ROBBERY,BROOKLYN,40.589863,-73.983958
432,RAPE,MANHATTAN,40.78425198,-73.97489767
433,ROBBERY,MANHATTAN,40.751594,-73.972382
455,ROBBERY,BROOKLYN,40.629252,-73.965003
491,ROBBERY,BROOKLYN,40.598782,-73.956867
495,ROBBERY,BROOKLYN,40.64946,-73.958482
502,RAPE,BROOKLYN,40.59401906,-73.96085432
530,ROBBERY,BROOKLYN,40.688832,-73.957177
570,RAPE,QUEENS,40.7431246,-73.95606807
571,ROBBERY,MANHATTAN,40.817762,-73.955493
575,ROBBERY,MANHATTAN,40.807639,-73.951162
641,ROBBERY,BROOKLYN,40.655711,-73.945257
644,RAPE,BROOKLYN,40.6890014,-73.94502653
664,ROBBERY,QUEENS,40.755442,-73.941645
688,ROBBERY,MANHATTAN,40.817591,-73.938313
689,ROBBERY,BROOKLYN,40.679662,-73.936135
713,ROBBERY,BROOKLYN,40.67682,-73.934538
726,ROBBERY,BROOKLYN,40.668463,-73.933935
755,ROBBERY,MANHATTAN,40.833452,-73.935448
775,ROBBERY,BROOKLYN,40.620162,-73.933508
798,RAPE,BRONX,40.81035186,-73.92494233
836,ROBBERY,BRONX,40.828667,-73.92545
850,ROBBERY,QUEENS,40.763911,-73.926024
870,RAPE,BRONX,40.83784212,-73.91962775
876,ROBBERY,BROOKLYN,40.681753,-73.924165
879,ROBBERY,BROOKLYN,40.661934,-73.921029
886,RAPE,BRONX,40.83784212,-73.91962775
894,ROBBERY,BROOKLYN,40.644519,-73.919929
917,ROBBERY,BRONX,40.83577855,-73.91647394
931,RAPE,QUEENS,40.76949512,-73.91502417
959,RAPE,BRONX,40.82227104,-73.91169778
981,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.836258,-73.911326
997,ROBBERY,BRONX,40.864621,-73.908867
1009,ROBBERY,BRONX,40.840367,-73.912897
1078,ROBBERY,BROOKLYN,40.67412041,-73.89838796
1120,ROBBERY,BRONX,40.872398,-73.90155
1160,RAPE,BRONX,40.81620584,-73.89600119
1245,RAPE,QUEENS,40.75656758,-73.87593153
1270,ROBBERY,BRONX,40.825055,-73.877396
1275,ROBBERY,BROOKLYN,40.66766493,-73.87368753
1298,ROBBERY,QUEENS,40.75326365,-73.86444773
1310,ROBBERY,BRONX,40.862297,-73.868466
1319,RAPE,BRONX,40.82291231,-73.8700413
1363,ROBBERY,BRONX,40.89341145,-73.85736207
1376,ROBBERY,QUEENS,40.75177,-73.855195
1429,ROBBERY,BRONX,40.832137,-73.854969
1448,ROBBERY,BRONX,40.864393,-73.829709
1610,RAPE,QUEENS,40.67998074,-73.77623391
1661,ROBBERY,STATEN ISLAND,40.635961,-74.161365
1708,ROBBERY,STATEN ISLAND,40.643569,-74.098338
1720,ROBBERY,BROOKLYN,40.618118,-74.029738
1763,ROBBERY,MANHATTAN,40.73066902,-73.99885262
1777,ROBBERY,MANHATTAN,40.744633,-74.004538
1807,ROBBERY,MANHATTAN,40.755308,-73.99305
1822,ROBBERY,MANHATTAN,40.760328,-73.993105
1931,ROBBERY,MANHATTAN,40.778794,-73.98205472
1953,ROBBERY,BROOKLYN,40.588374,-73.970288
1985,ROBBERY,BROOKLYN,40.673237,-73.964989
2003,ROBBERY,MANHATTAN,40.803868,-73.966921
2008,ROBBERY,MANHATTAN,40.780515,-73.960111
2069,ROBBERY,BROOKLYN,40.592463,-73.95278
2075,ROBBERY,BROOKLYN,40.593812,-73.950353
2089,ROBBERY,BROOKLYN,40.710931,-73.951379
2101,RAPE,BROOKLYN,40.70654839,-73.95040063
2106,ROBBERY,MANHATTAN,40.806115,-73.94561
2172,ROBBERY,MANHATTAN,40.805404,-73.94196
2194,ROBBERY,BROOKLYN,40.7007255,-73.94193187
2207,ROBBERY,BROOKLYN,40.619717,-73.938768
2232,ROBBERY,MANHATTAN,40.80890505,-73.93833712
2257,ROBBERY,BRONX,40.822622,-73.930942
2288,ROBBERY,MANHATTAN,40.858795,-73.931549
2300,ROBBERY,BROOKLYN,40.63068831,-73.9252042
2304,ROBBERY,QUEENS,40.743537,-73.921946
2328,ROBBERY,BRONX,40.812805,-73.927085
2382,ROBBERY,QUEENS,40.768408,-73.911311
2407,RAPE,BRONX,40.82227104,-73.91169778
2480,ROBBERY,BRONX,40.82405906,-73.89979939
2491,ROBBERY,BRONX,40.868567,-73.894557
2535,ROBBERY,BRONX,40.826247,-73.8909
2539,ROBBERY,BRONX,40.823868,-73.891861
2558,ROBBERY,BRONX,40.869851,-73.89139
2564,ROBBERY,BRONX,40.82942,-73.887833
2566,ROBBERY,QUEENS,40.746713,-73.884707
2609,ROBBERY,BRONX,40.828621,-73.878703
2619,RAPE,BROOKLYN,40.67135982,-73.88181102
2622,ROBBERY,BROOKLYN,40.666646,-73.882081
2626,ROBBERY,BRONX,40.833744,-73.868727
2664,ROBBERY,BRONX,40.831422,-73.871105
2671,ROBBERY,BROOKLYN,40.68065246,-73.86574906
2673,ROBBERY,BRONX,40.854393,-73.86199682
2681,ROBBERY,QUEENS,40.729936,-73.859672
2682,ROBBERY,BRONX,40.820688,-73.868116
2691,ROBBERY,QUEENS,40.68148451,-73.85047828
2724,ROBBERY,QUEENS,40.7301124,-73.86508294
2745,ROBBERY,BRONX,40.862669,-73.838473
2757,ROBBERY,QUEENS,40.684386,-73.848956
2783,ROBBERY,BRONX,40.87656812,-73.83724966
2818,ROBBERY,QUEENS,40.691612,-73.833498
2820,ROBBERY,BRONX,40.843022,-73.825159
2886,ROBBERY,QUEENS,40.688984,-73.802421
2900,ROBBERY,QUEENS,40.76226003,-73.75698278
2907,ROBBERY,QUEENS,40.592247,-73.763953
2922,ROBBERY,QUEENS,40.596202,-73.763912
2962,ROBBERY,STATEN ISLAND,40.630408,-74.142977
3021,ROBBERY,BROOKLYN,40.637007,-74.028469
3097,RAPE,BROOKLYN,40.65815775,-74.00044115
3101,ROBBERY,MANHATTAN,40.743765,-73.995887
3116,ROBBERY,MANHATTAN,40.723628,-73.998298
3133,ROBBERY,MANHATTAN,40.712911,-73.995788
3143,ROBBERY,MANHATTAN,40.75228073,-73.98969188
3144,ROBBERY,BROOKLYN,40.63239235,-73.99529114
3160,ROBBERY,MANHATTAN,40.71055802,-73.99414219
3181,ROBBERY,MANHATTAN,40.748656,-73.988108
3213,ROBBERY,MANHATTAN,40.747463,-73.985271
3224,ROBBERY,MANHATTAN,40.75484094,-73.98411854
3247,ROBBERY,MANHATTAN,40.75215974,-73.98749024
3267,ROBBERY,MANHATTAN,40.727885,-73.985076
3303,ROBBERY,BROOKLYN,40.655506,-73.973928
3317,ROBBERY,BROOKLYN,40.577258,-73.976436
3318,ROBBERY,MANHATTAN,40.764528,-73.970727
3352,ROBBERY,BROOKLYN,40.578591,-73.961822
3375,ROBBERY,BROOKLYN,40.647959,-73.959548
3399,ROBBERY,BROOKLYN,40.703693,-73.956029
3424,ROBBERY,MANHATTAN,40.779159,-73.954784
3464,ROBBERY,BROOKLYN,40.635133,-73.947894
3538,ROBBERY,MANHATTAN,40.796333,-73.941197
3545,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.70391439,-73.94089398
3583,ROBBERY,MANHATTAN,40.808538,-73.936489
3617,ROBBERY,MANHATTAN,40.858057,-73.93193
3652,ROBBERY,BRONX,40.8224573,-73.92691443
3665,ROBBERY,BRONX,40.81511421,-73.92977291
3667,ROBBERY,BRONX,40.83262824,-73.92537469
3705,ROBBERY,BROOKLYN,40.671683,-73.918326
3713,ROBBERY,MANHATTAN,40.864128,-73.919179
3720,ROBBERY,BRONX,40.825285,-73.917538
3726,ROBBERY,BRONX,40.816312,-73.917204
3759,ROBBERY,MANHATTAN,40.862163,-73.919392
3760,ROBBERY,BRONX,40.823205,-73.915361
3763,ROBBERY,BRONX,40.815318,-73.915863
3789,ROBBERY,BRONX,40.83338,-73.910044
3790,ROBBERY,QUEENS,40.75783687,-73.913305
3838,ROBBERY,BRONX,40.81462177,-73.90857792
3843,ROBBERY,BRONX,40.849719,-73.910908
3846,ROBBERY,BRONX,40.86230939,-73.90986809
3871,ROBBERY,BRONX,40.850298,-73.903968
3907,ROBBERY,BRONX,40.82915105,-73.90042769
3910,ROBBERY,BRONX,40.85702079,-73.90361413
3996,ROBBERY,BRONX,40.856205,-73.890931
4017,ROBBERY,BRONX,40.827006,-73.881666
4018,RAPE,BROOKLYN,40.67135982,-73.88181102
4070,ROBBERY,BRONX,40.839733,-73.872402
4085,RAPE,QUEENS,40.74348126,-73.87400354
4088,ROBBERY,QUEENS,40.760096,-73.868984
4093,ROBBERY,QUEENS,40.750846,-73.869386
4105,ROBBERY,BROOKLYN,40.668249,-73.869681
4111,ROBBERY,QUEENS,40.739447,-73.864982
4127,ROBBERY,BRONX,40.837545,-73.866825
4152,ROBBERY,BRONX,40.863081,-73.86016
4171,ROBBERY,BRONX,40.88880059,-73.85315128
4176,ROBBERY,QUEENS,40.68031491,-73.84201904
4258,ROBBERY,QUEENS,40.742324,-73.815331
4332,ROBBERY,QUEENS,40.707233,-73.802508
4410,ROBBERY,QUEENS,40.598483,-73.74389
4454,ROBBERY,STATEN ISLAND,40.630539,-74.076641
4551,ROBBERY,MANHATTAN,40.732682,-74.004719
4604,ROBBERY,BROOKLYN,40.6459461,-73.99509559
4706,ROBBERY,MANHATTAN,40.731003,-73.982813
4707,ROBBERY,MANHATTAN,40.718403,-73.985418
4739,ROBBERY,BROOKLYN,40.685705,-73.981681
4760,ROBBERY,MANHATTAN,40.721522,-73.982265
4770,ROBBERY,MANHATTAN,40.714767,-73.982727
4781,ROBBERY,BROOKLYN,40.68297089,-73.976665
4787,ROBBERY,BROOKLYN,40.68211726,-73.97659679
4802,ROBBERY,MANHATTAN,40.79335023,-73.9727331
4822,ROBBERY,MANHATTAN,40.75368,-73.974419
4831,ROBBERY,MANHATTAN,40.815887,-73.960639
4847,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.634786,-73.97388
4920,RAPE,QUEENS,40.7431246,-73.95606807
4925,ROBBERY,BROOKLYN,40.718854,-73.953432
4929,ROBBERY,BROOKLYN,40.708666,-73.958578
4953,ROBBERY,BROOKLYN,40.706753,-73.949301
4997,ROBBERY,BROOKLYN,40.71453893,-73.95170267
5138,ROBBERY,BROOKLYN,40.67596844,-73.93322535
5206,ROBBERY,BROOKLYN,40.69256291,-73.92798357
5218,ROBBERY,MANHATTAN,40.868119,-73.924978
5234,ROBBERY,BROOKLYN,40.663561,-73.922839
5260,RAPE,BRONX,40.83784212,-73.91962775
5280,ROBBERY,BROOKLYN,40.693663,-73.917385
5310,RAPE,BROOKLYN,40.67113,-73.91350206
5311,ROBBERY,BRONX,40.834324,-73.917174
5317,ROBBERY,QUEENS,40.752425,-73.91494
5325,ROBBERY,QUEENS,40.762606,-73.916041
5330,ROBBERY,BROOKLYN,40.694709,-73.915185
5351,ROBBERY,BROOKLYN,40.675462,-73.909598
5352,ROBBERY,BROOKLYN,40.69835075,-73.9110238
5368,ROBBERY,BRONX,40.873944,-73.908788
5371,ROBBERY,BRONX,40.8596097,-73.90777498
5421,ROBBERY,BRONX,40.836551,-73.90244
5455,ROBBERY,BROOKLYN,40.65911269,-73.89921817
5466,ROBBERY,BROOKLYN,40.64513343,-73.90231306
5530,ROBBERY,BRONX,40.820137,-73.892278
5554,ROBBERY,BROOKLYN,40.659756,-73.892057
5593,ROBBERY,QUEENS,40.704218,-73.8767
5667,ROBBERY,BRONX,40.828867,-73.865667
5678,ROBBERY,QUEENS,40.75744192,-73.86746404
5713,ROBBERY,QUEENS,40.745957,-73.868175
5719,ROBBERY,BRONX,40.825781,-73.863538
5817,ROBBERY,BRONX,40.904557,-73.849717
5832,ROBBERY,BRONX,40.902763,-73.850945
5900,ROBBERY,QUEENS,40.728375,-73.814941
5944,RAPE,QUEENS,40.73011307,-73.81090891
5945,ROBBERY,QUEENS,40.68135,-73.772659
5968,ROBBERY,QUEENS,40.705644,-73.794427
5992,ROBBERY,QUEENS,40.667391,-73.757156
6025,ROBBERY,STATEN ISLAND,40.63713502,-74.12347311
6090,ROBBERY,STATEN ISLAND,40.643996,-74.076502
6094,ROBBERY,MANHATTAN,40.70777151,-74.01296309
6148,ROBBERY,MANHATTAN,40.719264,-74.006283
6278,ROBBERY,MANHATTAN,40.777247,-73.986346
6297,ROBBERY,MANHATTAN,40.718009,-73.989853
6306,ROBBERY,BROOKLYN,40.57615928,-73.98901711
6372,ROBBERY,BROOKLYN,40.68787,-73.984194
6450,ROBBERY,BROOKLYN,40.604238,-73.972613
6467,ROBBERY,MANHATTAN,40.762626,-73.972115
6525,RAPE,QUEENS,40.7431246,-73.95606807
6534,ROBBERY,MANHATTAN,40.81445,-73.959195
6548,ROBBERY,MANHATTAN,40.78085756,-73.95881485
6583,ROBBERY,MANHATTAN,40.79883293,-73.95201714
6607,ROBBERY,BROOKLYN,40.632233,-73.947621
6645,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.585577,-73.948792
6674,ROBBERY,BROOKLYN,40.696522,-73.939249
6698,MURDER & NON-NEGL. MANSLAUGHTER,MANHATTAN,40.786582,-73.940798
6735,ROBBERY,BROOKLYN,40.654033,-73.939342
6763,ROBBERY,BRONX,40.822622,-73.930942
6808,RAPE,BRONX,40.81035186,-73.92494233
6825,ROBBERY,MANHATTAN,40.864049,-73.926315
6835,ROBBERY,BRONX,40.836668,-73.9238
6899,ROBBERY,BRONX,40.825869,-73.919357
6915,ROBBERY,BRONX,40.82970103,-73.91931454
6934,RAPE,QUEENS,40.76949512,-73.91502417
6972,ROBBERY,BRONX,40.866431,-73.909193
7003,ROBBERY,BRONX,40.816666,-73.905107
7010,ROBBERY,BRONX,40.84638155,-73.90945594
7039,ROBBERY,BROOKLYN,40.695341,-73.905778
7056,ROBBERY,BRONX,40.870034,-73.903111
7113,ROBBERY,QUEENS,40.753852,-73.901667
7117,ROBBERY,BRONX,40.840323,-73.89964
7122,RAPE,QUEENS,40.70443503,-73.89378071
7165,ROBBERY,BROOKLYN,40.67803108,-73.8916726
7192,ROBBERY,BRONX,40.833231,-73.890222
7207,ROBBERY,BRONX,40.876445,-73.886932
7217,ROBBERY,BRONX,40.832163,-73.880008
7234,ROBBERY,BRONX,40.804008,-73.878333
7239,ROBBERY,QUEENS,40.755315,-73.887692
7260,RAPE,BROOKLYN,40.67135982,-73.88181102
7282,ROBBERY,BROOKLYN,40.666787,-73.875728
7289,ROBBERY,QUEENS,40.75684993,-73.87311053
7295,ROBBERY,BROOKLYN,40.678768,-73.866637
7398,ROBBERY,BRONX,40.878716,-73.843758
7403,ROBBERY,BRONX,40.86280366,-73.84538159
7468,ROBBERY,BRONX,40.820891,-73.842165
7533,ROBBERY,QUEENS,40.70025999,-73.80867321
7542,ROBBERY,QUEENS,40.587654,-73.810559
7557,ROBBERY,QUEENS,40.59198,-73.800066
7581,ROBBERY,QUEENS,40.703546,-73.799675
7585,ROBBERY,QUEENS,40.704094,-73.800656
7703,ROBBERY,STATEN ISLAND,40.524027,-74.214885
7749,ROBBERY,STATEN ISLAND,40.634941,-74.086335
7769,ROBBERY,BROOKLYN,40.652117,-74.008341
7820,ROBBERY,BROOKLYN,40.572752,-73.997566
7823,ROBBERY,MANHATTAN,40.73066902,-73.99885262
7829,ROBBERY,MANHATTAN,40.751856,-73.993706
7878,ROBBERY,MANHATTAN,40.747586,-73.989392
7907,ROBBERY,MANHATTAN,40.75537384,-73.98744633
7923,ROBBERY,MANHATTAN,40.757025,-73.986236
7992,ROBBERY,MANHATTAN,40.778766,-73.97595
8108,ROBBERY,BROOKLYN,40.652997,-73.957965
8114,ROBBERY,BROOKLYN,40.57799448,-73.95963472
8145,ROBBERY,BROOKLYN,40.730944,-73.957769
8247,ROBBERY,MANHATTAN,40.79997873,-73.94273381
8252,ROBBERY,MANHATTAN,40.791907,-73.944429
8257,ROBBERY,MANHATTAN,40.802107,-73.938028
8327,ROBBERY,MANHATTAN,40.80175375,-73.93120289
8342,ROBBERY,BROOKLYN,40.671919,-73.93083
8344,ROBBERY,BRONX,40.82690902,-73.93102151
8360,ROBBERY,MANHATTAN,40.866545,-73.926355
8375,MURDER & NON-NEGL. MANSLAUGHTER,BRONX,40.838167,-73.927353
8400,ROBBERY,BROOKLYN,40.63985775,-73.9280981
8404,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.663561,-73.922839
8406,ROBBERY,BRONX,40.81103295,-73.92148659
8413,RAPE,BRONX,40.81035186,-73.92494233
8431,ROBBERY,BROOKLYN,40.6981028,-73.92516102
8465,ROBBERY,BRONX,40.809443,-73.922643
8486,ROBBERY,BROOKLYN,40.68466,-73.913552
8488,RAPE,BROOKLYN,40.67113,-73.91350206
8507,RAPE,BRONX,40.82227104,-73.91169778
8512,ROBBERY,QUEENS,40.74914322,-73.91560089
8570,ROBBERY,QUEENS,40.70368788,-73.90917367
8571,ROBBERY,BROOKLYN,40.676726,-73.90709
8573,RAPE,BRONX,40.82227104,-73.91169778
8580,ROBBERY,BRONX,40.856878,-73.903197
8581,ROBBERY,BRONX,40.834196,-73.905274
8590,ROBBERY,BROOKLYN,40.67667,-73.906066
8604,ROBBERY,BRONX,40.85855,-73.903236
8636,ROBBERY,QUEENS,40.74582974,-73.90109717
8655,ROBBERY,BRONX,40.846588,-73.895768
8719,ROBBERY,QUEENS,40.749306,-73.888502
8735,ROBBERY,BRONX,40.862158,-73.890743
8741,ROBBERY,BRONX,40.86487,-73.894047
8782,ROBBERY,BRONX,40.870879,-73.88012
8805,ROBBERY,BROOKLYN,40.65625965,-73.87811693
8844,ROBBERY,BRONX,40.868146,-73.859062
8851,ROBBERY,BRONX,40.821923,-73.866938
8865,ROBBERY,BRONX,40.816541,-73.867664
8882,ROBBERY,BRONX,40.88195875,-73.86032672
8978,ROBBERY,QUEENS,40.70512357,-73.81190532
9067,ROBBERY,QUEENS,40.674992,-73.768897
9094,ROBBERY,QUEENS,40.758511,-73.781002
9176,ROBBERY,STATEN ISLAND,40.633764,-74.127213
9217,ROBBERY,BROOKLYN,40.64823999,-74.01400019
9246,ROBBERY,BROOKLYN,40.57332714,-74.00254852
9345,ROBBERY,MANHATTAN,40.751856,-73.993706
9358,ROBBERY,MANHATTAN,40.756218,-73.994244
9392,ROBBERY,MANHATTAN,40.75757,-73.989544
9450,ROBBERY,BROOKLYN,40.696165,-73.987935
9486,ROBBERY,MANHATTAN,40.734909,-73.986004
9554,ROBBERY,MANHATTAN,40.803248,-73.967358
9564,ROBBERY,MANHATTAN,40.756789,-73.97111
9634,ROBBERY,MANHATTAN,40.826765,-73.950203
9648,ROBBERY,MANHATTAN,40.825448,-73.951168
9714,ROBBERY,MANHATTAN,40.82384,-73.9443
9750,ROBBERY,MANHATTAN,40.816626,-73.940878
9767,ROBBERY,BROOKLYN,40.695783,-73.939093
9778,ROBBERY,MANHATTAN,40.819408,-73.940703
9794,ROBBERY,BROOKLYN,40.65362336,-73.93351081
9797,RAPE,MANHATTAN,40.84078111,-73.93624538
9808,ROBBERY,MANHATTAN,40.826939,-73.93892
9824,ROBBERY,BRONX,40.822622,-73.930942
9836,ROBBERY,QUEENS,40.772921,-73.933414
9854,RAPE,BRONX,40.81035186,-73.92494233
9861,ROBBERY,BRONX,40.80718672,-73.9242798
9886,RAPE,BROOKLYN,40.6894643,-73.92402909
9890,ROBBERY,BRONX,40.828667,-73.92545
9912,ROBBERY,BROOKLYN,40.683566,-73.921485
9925,ROBBERY,BRONX,40.83308781,-73.91903218
9954,ROBBERY,BRONX,40.816884,-73.916377
9956,ROBBERY,QUEENS,40.74377317,-73.91382854
9957,ROBBERY,BROOKLYN,40.665421,-73.916463
9973,ROBBERY,BROOKLYN,40.669616,-73.911203
10005,ROBBERY,BROOKLYN,40.670029,-73.908427
10007,ROBBERY,BROOKLYN,40.668341,-73.906514
10074,RAPE,BRONX,40.8441566,-73.90060545
10080,ROBBERY,BRONX,40.863272,-73.900678
10089,ROBBERY,BRONX,40.84240365,-73.90501592
10117,ROBBERY,BRONX,40.857762,-73.894606
10132,ROBBERY,BRONX,40.86478,-73.895354
10143,ROBBERY,BRONX,40.862517,-73.898259
10148,ROBBERY,BRONX,40.87274,-73.884511
10202,ROBBERY,BROOKLYN,40.6662595,-73.88401746
10204,RAPE,BROOKLYN,40.67135982,-73.88181102
10261,RAPE,QUEENS,40.74348126,-73.87400354
10277,RAPE,QUEENS,40.75656758,-73.87593153
10326,ROBBERY,QUEENS,40.749918,-73.862239
10332,ROBBERY,QUEENS,40.728604,-73.851305
10353,ROBBERY,QUEENS,40.74726832,-73.85698205
10354,ROBBERY,BRONX,40.843652,-73.845442
10368,ROBBERY,QUEENS,40.66873504,-73.84227357
10422,ROBBERY,BRONX,40.888639,-73.842503
10436,ROBBERY,QUEENS,40.755875,-73.827027
10439,ROBBERY,QUEENS,40.70926369,-73.82835941
10467,ROBBERY,QUEENS,40.70247387,-73.79992086
10513,ROBBERY,BRONX,40.839207,-73.783495
10662,ROBBERY,STATEN ISLAND,40.63681,-74.11865
10678,ROBBERY,BROOKLYN,40.6189,-74.014266
10679,ROBBERY,BROOKLYN,40.624665,-74.027586
10705,ROBBERY,MANHATTAN,40.76142,-73.999734
10736,ROBBERY,MANHATTAN,40.743716,-73.999632
10783,ROBBERY,MANHATTAN,40.73443438,-73.98990393
10787,ROBBERY,MANHATTAN,40.75723226,-73.98979219
10798,ROBBERY,MANHATTAN,40.742229,-73.99119
10805,ROBBERY,MANHATTAN,40.758178,-73.988003
10827,ROBBERY,MANHATTAN,40.757656,-73.985776
10835,ROBBERY,MANHATTAN,40.746844,-73.985722
10871,RAPE,BROOKLYN,40.57664598,-73.9764804
10874,ROBBERY,MANHATTAN,40.74579673,-73.98228014
10875,ROBBERY,BROOKLYN,40.685948,-73.978046
10902,ROBBERY,MANHATTAN,40.76976514,-73.97454426
10907,ROBBERY,BROOKLYN,40.674147,-73.975678
10956,RAPE,BROOKLYN,40.6902236,-73.96027859
10960,ROBBERY,MANHATTAN,40.82025836,-73.95948054
11144,ROBBERY,MANHATTAN,40.848666,-73.937371
11148,ROBBERY,BROOKLYN,40.713078,-73.936025
11150,ROBBERY,MANHATTAN,40.825355,-73.938068
11154,ROBBERY,MANHATTAN,40.809014,-73.942472
11171,ROBBERY,MANHATTAN,40.850156,-73.933927
11186,ROBBERY,MANHATTAN,40.847678,-73.934933
11221,ROBBERY,QUEENS,40.75770953,-73.93215078
11241,ROBBERY,BROOKLYN,40.703889,-73.930197
11243,ROBBERY,BROOKLYN,40.654191,-73.924335
11266,ROBBERY,QUEENS,40.74380795,-73.924258
11392,ROBBERY,BROOKLYN,40.664862,-73.909502
11396,ROBBERY,BRONX,40.850991,-73.909899
11447,ROBBERY,BRONX,40.876683,-73.905048
11477,ROBBERY,BRONX,40.823415,-73.901582
11518,ROBBERY,QUEENS,40.72488816,-73.898978
11598,ROBBERY,BRONX,40.820283,-73.885134
11625,ROBBERY,BRONX,40.853107,-73.883007
11639,ROBBERY,QUEENS,40.762913,-73.874758
11640,RAPE,BRONX,40.82291231,-73.8700413
11650,ROBBERY,BRONX,40.820329,-73.86851
11654,ROBBERY,BRONX,40.887049,-73.867793
11669,ROBBERY,BRONX,40.837122,-73.867193
11696,ROBBERY,BRONX,40.825781,-73.863538
11702,ROBBERY,BRONX,40.88432,-73.857322
11719,ROBBERY,BRONX,40.866665,-73.863482
11749,ROBBERY,BRONX,40.826128,-73.852842
11759,ROBBERY,BRONX,40.896786,-73.840398
11793,RAPE,QUEENS,40.69932416,-73.83157089
11795,ROBBERY,QUEENS,40.752324,-73.829995
11809,ROBBERY,QUEENS,40.756001,-73.832374
11840,ROBBERY,BRONX,40.844591,-73.828014
11993,ROBBERY,STATEN ISLAND,40.627054,-74.077144
12002,ROBBERY,MANHATTAN,40.71036549,-74.01123223
12046,ROBBERY,BROOKLYN,40.676306,-74.005935
12079,ROBBERY,MANHATTAN,40.737546,-74.004348
12081,ROBBERY,MANHATTAN,40.737212,-74.005182
12082,ROBBERY,MANHATTAN,40.73755272,-74.00568697
12104,ROBBERY,MANHATTAN,40.747545,-73.993134
12111,ROBBERY,BROOKLYN,40.60069552,-73.9963665
12112,RAPE,BROOKLYN,40.65815775,-74.00044115
12136,ROBBERY,MANHATTAN,40.724044,-73.996179
12155,ROBBERY,MANHATTAN,40.750423,-73.98928
12159,ROBBERY,BROOKLYN,40.674174,-73.988758
12208,ROBBERY,BROOKLYN,40.576568,-73.985303
12211,ROBBERY,BROOKLYN,40.687025,-73.982024
12405,ROBBERY,BROOKLYN,40.692428,-73.951976
12483,ROBBERY,BROOKLYN,40.586042,-73.944007
12486,ROBBERY,MANHATTAN,40.836267,-73.94855
12488,ROBBERY,MANHATTAN,40.799637,-73.945103
12522,ROBBERY,BROOKLYN,40.695867,-73.944946
12595,ROBBERY,MANHATTAN,40.796781,-73.939402
12637,ROBBERY,QUEENS,40.73973951,-73.92317643
12663,RAPE,BROOKLYN,40.67449569,-73.93057133
12731,ROBBERY,BRONX,40.817137,-73.917289
12763,ROBBERY,BRONX,40.834495,-73.913372
12783,ROBBERY,BRONX,40.811938,-73.906591
12799,ROBBERY,BRONX,40.827239,-73.907437
12806,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,40.656911,-73.904087
12864,ROBBERY,BRONX,40.831555,-73.899636
12890,ROBBERY,BRONX,40.823532,-73.898881
12903,ROBBERY,BROOKLYN,40.663537,-73.889846
12904,ROBBERY,BRONX,40.814677,-73.891915
12972,ROBBERY,BRONX,40.83002685,-73.87275417
13001,ROBBERY,BRONX,40.863258,-73.869909
13056,ROBBERY,BRONX,40.82566,-73.871672
13105,ROBBERY,BRONX,40.831828,-73.846282
13121,ROBBERY,BRONX,40.833723,-73.856192
13125,ROBBERY,BRONX,40.881816,-73.8497
13127,ROBBERY,QUEENS,40.680351,-73.844265
13162,ROBBERY,BRONX,40.823657,-73.836407
13224,ROBBERY,QUEENS,40.676567,-73.819433
13229,ROBBERY,QUEENS,40.75635713,-73.82577277
13290,ROBBERY,QUEENS,40.754376,-73.772451
13314,ROBBERY,QUEENS,40.594027,-73.77553
13391,ROBBERY,STATEN ISLAND,40.6423,-74.081657
13396,ROBBERY,STATEN ISLAND,40.647119,-74.088178
13433,ROBBERY,MANHATTAN,40.712794,-74.007445
13549,ROBBERY,BROOKLYN,40.689644,-73.997643
13559,ROBBERY,MANHATTAN,40.710774,-73.996631
13570,ROBBERY,MANHATTAN,40.743876,-73.992096
13587,ROBBERY,MANHATTAN,40.75535,-73.989309
13600,ROBBERY,BROOKLYN,40.67035772,-73.98871321
13657,ROBBERY,MANHATTAN,40.727885,-73.985076
13704,ROBBERY,MANHATTAN,40.786052,-73.976208
13741,ROBBERY,BROOKLYN,40.607178,-73.962385
13764,ROBBERY,BROOKLYN,40.695109,-73.961339
13787,ROBBERY,BROOKLYN,40.609575,-73.958437
13816,ROBBERY,MANHATTAN,40.81698,-73.953637
13837,ROBBERY,MANHATTAN,40.780486,-73.954862
13867,ROBBERY,BROOKLYN,40.706932,-73.947359
