OBJECTID,Offense,Latitude,Longitude,facname,Public Area,Public Area (supergroup)
295,ROBBERY,40.626237,-74.175155,,,
296,ROBBERY,40.612606,-74.083121,,,
297,ROBBERY,40.63057037,-74.13950741,,,
298,ROBBERY,40.619322,-74.083627,,,
299,ROBBERY,40.629309,-74.074579,,,
300,ROBBERY,40.61065032,-74.0841952,,,
301,RAPE,40.57428569,-74.10591441,,,
302,ROBBERY,40.59559763,-74.06312226,,,
303,ROBBERY,40.58855596,-74.15435786,,,
304,ROBBERY,40.53277,-74.192222,,,
305,RAPE,40.62318838,-74.14923769,,,
306,ROBBERY,40.629262,-74.07943,,,
307,ROBBERY,40.63484205,-74.13423444,,,
308,ROBBERY,40.635218,-74.168673,,,
309,ROBBERY,40.618152,-74.10507,,,
310,ROBBERY,40.557871,-74.155367,,,
311,ROBBERY,40.553185,-74.158714,,,
312,ROBBERY,40.612606,-74.083121,,,
313,ROBBERY,40.613717,-74.084818,,,
314,ROBBERY,40.61547,-74.081663,,,
315,ROBBERY,40.521618,-74.217048,,,
316,ROBBERY,40.637813,-74.079688,,,
317,ROBBERY,40.632736,-74.096419,,,
318,ROBBERY,40.6339552,-74.08574862,,,
319,ROBBERY,40.638805,-74.08747,,,
320,ROBBERY,40.640051,-74.078374,,,
321,ROBBERY,40.632736,-74.096419,,,
322,ROBBERY,40.639728,-74.083405,,,
323,ROBBERY,40.598261,-74.070417,,,
324,RAPE,40.64472094,-74.07703272,,,
325,ROBBERY,40.632172,-74.089875,,,
326,ROBBERY,40.64472094,-74.07703272,,,
327,ROBBERY,40.644731,-74.088948,,,
328,ROBBERY,40.643925,-74.078103,,,
329,ROBBERY,40.64351,-74.081569,,,
330,ROBBERY,40.640157,-74.088667,,,
331,ROBBERY,40.633098,-74.086445,,,
332,ROBBERY,40.6440286,-74.08194194,,,
333,ROBBERY,40.620388,-74.084434,,,
334,RAPE,40.64472094,-74.07703272,,,
335,RAPE,40.62318838,-74.14923769,,,
336,RAPE,40.62318838,-74.14923769,,,
337,ROBBERY,40.633064,-74.136827,,,
338,ROBBERY,40.616191,-74.104035,,,
339,ROBBERY,40.60180983,-74.12059529,,,
340,ROBBERY,40.542668,-74.208373,,,
341,RAPE,40.64472094,-74.07703272,,,
342,ROBBERY,40.623977,-74.081548,,,
343,ROBBERY,40.633648,-74.146127,,,
344,ROBBERY,40.643996,-74.076502,,,
345,ROBBERY,40.64479282,-74.08028168,,,
346,ROBBERY,40.62887,-74.073928,,,
347,ROBBERY,40.63681194,-74.13729378,,,
348,ROBBERY,40.61627704,-74.06774868,,,
349,ROBBERY,40.613195,-74.121034,,,
350,ROBBERY,40.632918,-74.155141,,,
351,RAPE,40.51203825,-74.24975495,,,
352,ROBBERY,40.64322,-74.075921,,,
353,ROBBERY,40.623238,-74.149217,,,
354,ROBBERY,40.643996,-74.076502,,,
355,ROBBERY,40.645288,-74.085547,,,
356,ROBBERY,40.57104102,-74.10918334,,,
357,ROBBERY,40.542668,-74.208373,,,
358,ROBBERY,40.59383,-74.086718,,,
359,ROBBERY,40.603415,-74.128749,,,
360,ROBBERY,40.644719,-74.081327,,,
361,ROBBERY,40.635738,-74.132124,,,
362,ROBBERY,40.576854,-74.117437,,,
363,ROBBERY,40.63274,-74.152082,,,
364,ROBBERY,40.614616,-74.084716,,,
365,ROBBERY,40.613121,-74.121981,,,
366,ROBBERY,40.638005,-74.133351,,,
367,,40.61453272,-74.07418481,DE MATTI PARK,PARKS,PARKS AND PLAZAS
368,,40.51039165,-74.23040501,AESOP PARK,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS
369,,40.59580191,-74.06302664,SOUTH BEACH LIBRARY,PUBLIC LIBRARIES,LIBRARIES
370,,40.59039493,-74.10113836,DONGAN HILLS LIBRARY,PUBLIC LIBRARIES,LIBRARIES
371,,40.63874795,-74.0838988,LIOTTI IKEFUGI PLAYGROUND,PARKS,PARKS AND PLAZAS
372,,40.6365637,-74.16047118,BOBBIE LEWIS JR. PLAYGROUND,PARKS,PARKS AND PLAZAS
373,,40.57626674,-74.20338144,ISLE OF MEADOWS,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS
374,,40.60869014,-74.11957807,CHRISTOPHER J. IGNERI PLAYGROUND,PARKS,PARKS AND PLAZAS
375,,40.63929738,-74.12093436,RICHMOND TERRACE CEMETERY,CEMETERIES,PARKS AND PLAZAS
376,,40.52690108,-74.16361518,GARDEN,GARDENS,PARKS AND PLAZAS
377,,40.53839631,-74.18713697,IDA COURT,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS
378,,40.60641151,-74.14186022,WESTWOOD PARK,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS
379,,40.64356867,-74.07984294,LT. LIA PLAYGROUND,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS
380,,40.6410907,-74.08171819,FORT HILL PARK,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS
381,,40.53405756,-74.19323522,HUGUENOT PARK LIBRARY,PUBLIC LIBRARIES,LIBRARIES
382,,40.63095171,-74.09126516,FOREST MALL,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS
383,,40.50953037,-74.24410519,TOTTENVILLE LIBRARY,PUBLIC LIBRARIES,LIBRARIES
384,,40.59666529,-74.11986246,TODT HILL WOODS,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS
385,,40.52543495,-74.18494128,KINGDOM POND PARK,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS
386,,40.60497656,-74.0790186,BRADYS POND PARK,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS
387,,40.54703087,-74.15179769,GREAT KILLS VETERANS PLAYGROUND,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS
388,,40.5911601,-74.13105937,BLOOD ROOT VALLEY,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS
389,,40.62827922,-74.11756786,PRALL PLAYGROUND,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS
390,,40.54846167,-74.17394668,LAREDO AVENUE PARCEL,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS
