OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
323,277748697,2023-11-18,20:07:00,2023-11-18,20:15:00,122,2023-11-19,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),964694,157247,40.598261,-74.070417,"(40.598261, -74.070417)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,278137147,2023-11-20,22:00:00,2023-11-20,23:00:00,120,2023-11-28,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,277839072,2023-11-20,18:53:00,2023-11-20,19:17:00,120,2023-11-20,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),959304,169606,40.632172,-74.089875,"(40.632172, -74.089875)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,277827983,2023-11-20,23:07:00,2023-11-20,23:10:00,120,2023-11-20,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,277933314,2023-11-22,19:00:00,2023-11-22,19:30:00,120,2023-11-22,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),959565,174181,40.644731,-74.088948,"(40.644731, -74.088948)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,277941135,2023-11-22,19:45:00,2023-11-22,20:00:00,120,2023-11-22,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),962575,173885,40.643925,-74.078103,"(40.643925, -74.078103)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,277938632,2023-11-22,19:30:00,2023-11-22,19:40:00,120,2023-11-22,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),961613,173734,40.64351,-74.081569,"(40.64351, -74.081569)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,277975480,2023-11-23,20:23:00,2023-11-23,20:33:00,120,2023-11-23,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),959642,172515,40.640157,-74.088667,"(40.640157, -74.088667)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,277970165,2023-11-23,0:48:00,2023-11-23,01:00:00,120,2023-11-23,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),960256,169942,40.633098,-74.086445,"(40.633098, -74.086445)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,277974842,2023-11-23,16:50:00,2023-11-23,17:00:00,120,2023-11-23,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),961510,173924,40.6440286,-74.08194194,"(40.64402860189773, -74.08194193600019)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,278042705,2023-11-24,18:15:00,2023-11-24,18:30:00,120,2023-11-24,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,BUS STOP,N.Y. POLICE DEPT,(null),(null),960810,165311,40.620388,-74.084434,"(40.620388, -74.084434)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,278310310,2023-11-25,23:00:00,2023-11-25,23:59:00,120,2023-11-30,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,278237499,2023-11-25,18:00:00,2023-11-26,01:00:00,121,2023-11-29,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,278100333,2023-11-26,3:00:00,2023-11-26,06:00:00,121,2023-11-27,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,278078129,2023-11-26,18:30:00,2023-11-26,20:10:00,121,2023-11-26,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),946272,169948,40.633064,-74.136827,"(40.633064, -74.136827)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,278046094,2023-11-26,1:40:00,2023-11-26,01:46:00,120,2023-11-26,105,ROBBERY,367,"ROBBERY, CHAIN STORE",ATTEMPTED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),955366,163788,40.616191,-74.104035,"(40.616191, -74.104035)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,278100345,2023-11-27,13:10:00,2023-11-27,13:13:00,122,2023-11-27,105,ROBBERY,395,"ROBBERY,ON BUS/ OR BUS DRIVER",COMPLETED,FELONY,STATEN ISLAND,(null),BUS (NYC TRANSIT),N.Y. POLICE DEPT,(null),(null),950762,158555,40.60180983,-74.12059529,"(40.60180983196836, -74.12059528794194)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,278251702,2023-11-28,14:00:00,,(null),123,2023-11-29,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,OTHER,N.Y. POLICE DEPT,(null),(null),926336,137054,40.542668,-74.208373,"(40.542668, -74.208373)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,278237496,2023-11-28,1:00:00,2023-11-28,09:25:00,120,2023-11-29,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,278254193,2023-11-29,19:34:00,2023-11-29,19:37:00,120,2023-11-29,105,ROBBERY,371,"ROBBERY,CHECK CASHING BUSINESS",ATTEMPTED,FELONY,STATEN ISLAND,INSIDE,CHECK CASHING BUSINESS,N.Y. POLICE DEPT,(null),(null),961612,166618,40.623977,-74.081548,"(40.623977, -74.081548)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,278233448,2023-11-29,14:25:00,2023-11-29,14:33:00,121,2023-11-29,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,REAR OF,OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,(null),(null),943691,170165,40.633648,-74.146127,"(40.633648, -74.146127)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,278439580,2023-12-03,22:30:00,2023-12-03,22:43:00,120,2023-12-04,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),963019,173910,40.643996,-74.076502,"(40.643996, -74.076502)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,278470765,2023-12-04,14:25:00,2023-12-04,14:50:00,120,2023-12-04,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),961971,174202,40.64479282,-74.08028168,"(40.64479282335658, -74.08028167506356)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,278630731,2023-12-06,0:30:00,2023-12-06,00:40:00,120,2023-12-06,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),963729,168399,40.62887,-74.073928,"(40.62887, -74.073928)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,278717310,2023-12-07,17:25:00,,(null),121,2023-12-08,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),946145,171314,40.63681194,-74.13729378,"(40.636811940702216, -74.13729378288073)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,278659498,2023-12-07,15:00:00,2023-12-07,15:15:00,120,2023-12-07,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),965441,163810,40.61627704,-74.06774868,"(40.61627703643139, -74.06774868264796)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,278684430,2023-12-08,1:15:00,2023-12-08,01:20:00,120,2023-12-08,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,(null),(null),950645,162702,40.613195,-74.121034,"(40.613195, -74.121034)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,278708754,2023-12-08,14:30:00,2023-12-08,14:45:00,121,2023-12-08,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),941189,169903,40.632918,-74.155141,"(40.632918, -74.155141)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,278793166,2023-12-10,14:10:00,2023-12-10,14:20:00,123,2023-12-10,104,RAPE,159,"RAPE 1,ATTEMPT",ATTEMPTED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),914803,125922,40.51203825,-74.24975495,"(40.5120382535219, -74.2497549524458)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,278833163,2023-12-11,14:37:00,2023-12-11,15:23:00,120,2023-12-11,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),963180,173627,40.64322,-74.075921,"(40.64322, -74.075921)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,278952639,2023-12-13,16:45:00,2023-12-13,16:55:00,121,2023-12-13,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),942827,166373,40.623238,-74.149217,"(40.623238, -74.149217)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,279006991,2023-12-14,15:11:00,2023-12-14,15:15:00,120,2023-12-14,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),963019,173910,40.643996,-74.076502,"(40.643996, -74.076502)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,279031842,2023-12-14,23:25:00,2023-12-14,23:35:00,120,2023-12-14,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),960510,174383,40.645288,-74.085547,"(40.645288, -74.085547)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,279048584,2023-12-15,11:10:00,2023-12-15,11:14:00,122,2023-12-15,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),(null),N.Y. POLICE DEPT,(null),(null),953917,147341,40.57104102,-74.10918334,"(40.57104101886204, -74.10918333957176)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,279095164,2023-12-16,19:00:00,,(null),123,2023-12-16,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),926336,137054,40.542668,-74.208373,"(40.542668, -74.208373)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,279081208,2023-12-16,10:30:00,2023-12-16,10:31:00,122,2023-12-16,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,STATEN ISLAND,REAR OF,BANK,N.Y. POLICE DEPT,(null),(null),960166,155636,40.59383,-74.086718,"(40.59383, -74.086718)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,279133398,2023-12-18,0:43:00,2023-12-18,00:47:00,121,2023-12-18,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),948498,159142,40.603415,-74.128749,"(40.603415, -74.128749)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,279208483,2023-12-19,10:03:00,2023-12-19,10:08:00,120,2023-12-19,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,PUBLIC SCHOOL,N.Y. POLICE DEPT,(null),(null),961681,174175,40.644719,-74.081327,"(40.644719, -74.081327)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,279411279,2023-12-22,21:55:00,2023-12-22,22:00:00,121,2023-12-22,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,REAR OF,STREET,N.Y. POLICE DEPT,(null),(null),947579,170920,40.635738,-74.132124,"(40.635738, -74.132124)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,279418361,2023-12-23,1:20:00,2023-12-23,01:29:00,122,2023-12-23,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),951626,149461,40.576854,-74.117437,"(40.576854, -74.117437)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,279447847,2023-12-24,0:20:00,2023-12-24,00:26:00,121,2023-12-24,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),942038,169837,40.63274,-74.152082,"(40.63274, -74.152082)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,279472819,2023-12-24,22:25:00,2023-12-24,22:35:00,120,2023-12-25,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),960729,163208,40.614616,-74.084716,"(40.614616, -74.084716)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,279485389,2023-12-25,18:00:00,2023-12-25,18:10:00,120,2023-12-25,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),950382,162676,40.613121,-74.121981,"(40.613121, -74.121981)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,279687754,2023-12-29,16:00:00,2023-12-29,16:10:00,121,2023-12-29,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),947239,171747,40.638005,-74.133351,"(40.638005, -74.133351)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,40.61453272,-74.07418481,,0101000020E6100000708C7C6BBF8452C02BC709BDA84E4440,0101000020110F0000E18EB617A3745FC100C68D5380E75241,DE MATTI PARK,,,,STATEN ISLAND,10305,NEIGHBORHOOD PARK,PARKS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5029670116,963653.6076,163175.9486,501,SI37,SI0103,49,3600,3600,5,31,120,dpr_parksproperties,f4ecceb6a440faa97d3b89536b3d515d
368,,,,,,,,,,,,,,,,,,,,,,40.51039165,-74.23040501,,0101000020E61000000B7D54EEBE8E52C044CE993E54414440,0101000020110F0000FEB807AE9E855FC143B1015899D85241,AESOP PARK,555,PAGE AVENUE,555 PAGE AVENUE,STATEN ISLAND,10307,JOINTLY OPERATED PLAYGROUND,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,5131697,5077600001,920181.4843,125310.3512,503,SI11,SI0305,51,24401,24401,5,31,123,dpr_parksproperties,06b0a881efecdeba22774a821498f49e
369,,,,,,,,,,,,,,,,,,,,,,40.59580191,-74.06302664,,0101000020E6100000A52DC39A088452C02C5998F7424C4440,0101000020110F00000347F98F6C735FC12EDCB8B9D1E45241,SOUTH BEACH LIBRARY,41,FATHER CAPODANNO BOULEVARD,41 FATHER CAPODANNO BOULEVARD,STATEN ISLAND,10305,PUBLIC LIBRARY,PUBLIC LIBRARIES,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Public,New York Public Library,NYPL,City,0,,STATEN ISLAND,5129317,5031210001,966746.6088,156349.4046,502,SI14,SI0201,50,7400,7400,5,31,122,nypl_libraries,0a8d780f2dd68e7e1d5554a49aa5007c
370,,,,,,,,,,,,,,,,,,,,,,40.59039493,-74.10113836,,0101000020E610000023D4D706798652C0347E91CA914B4440,0101000020110F0000F084D13491775FC157F7D28F0BE45241,DONGAN HILLS LIBRARY,1617,RICHMOND ROAD,1617 RICHMOND ROAD,STATEN ISLAND,10304,PUBLIC LIBRARY,PUBLIC LIBRARIES,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Public,New York Public Library,NYPL,City,0,,STATEN ISLAND,5022895,5008830008,956160.1738,154389.4233,502,SI24,SI0203,50,18100,18100,5,31,122,nypl_libraries,0ea7588a0c8a6e5409f652c5a32e9feb
371,,,,,,,,,,,,,,,,,,,,,,40.63874795,-74.0838988,,0101000020E61000000027E7925E8552C0AB240739C2514440,0101000020110F00000A80816EB1755FC140001540F8EA5241,LIOTTI IKEFUGI PLAYGROUND,,,,STATEN ISLAND,10301,NEIGHBORHOOD PARK,PARKS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5000370006,960965.1017,172000.6293,501,SI22,SI0101,49,1100,1100,5,31,120,dpr_parksproperties,1622d6de49639f5173c5c8b352a456c0
372,,,,,,,,,,,,,,,,,,,,,,40.6365637,-74.16047118,,0101000020E6100000B292A422458A52C0E6C547A67A514440,0101000020110F0000AA133B6E047E5FC1EC133325A8EA5241,BOBBIE LEWIS JR. PLAYGROUND,,,,STATEN ISLAND,10303,NEIGHBORHOOD PARK,PARKS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5012360061,939712.1047,171234.4937,501,SI12,SI0107,49,31902,31902,5,31,121,dpr_parksproperties,1651ab5b94106c215ed6724add696326
373,,,,,,,,,,,,,,,,,,,,,,40.57626674,-74.20338144,,0101000020E6100000D04E4A2D048D52C05D14D7D6C2494440,0101000020110F0000140A139EAE825FC1816C66D805E25241,ISLE OF MEADOWS,,,,STATEN ISLAND,10314,NATURE AREA,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Regional,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5027250001,927751.6118,149291.5455,503,SI05,SI0391,51,22800,22801,5,31,123,dpr_parksproperties,16d40282a5891608f5214bf9339cf7c9
374,,,,,,,,,,,,,,,,,,,,,,40.60869014,-74.11957807,,0101000020E6100000C3949224A78752C0D632F649E94D4440,0101000020110F0000245E876192795FC1ABA19223AAE65241,CHRISTOPHER J. IGNERI PLAYGROUND,,,,STATEN ISLAND,10314,NEIGHBORHOOD PARK,PARKS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5007060050,951047.8924,161061.286,502,SI05,SI0203,49,17300,17300,5,31,122,dpr_parksproperties,16f84f16237d4e84393792e50dbafa44
375,,,,,,,,,,,,,,,,,,,,,,40.63929738,-74.12093436,,0101000020E610000002C23C5DBD8752C0B8ADF739D4514440,0101000020110F0000B95D4C20B8795FC1C25F87660CEB5241,RICHMOND TERRACE CEMETERY,,,,STATEN ISLAND,10310,CEMETERY,CEMETERIES,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5001870200,950686.7003,172212.8177,501,SI22,SI0106,49,13302,13302,5,31,120,dpr_parksproperties,16fddccad0a67a1c6b05101656a0a99d
376,,,,,,,,,,,,,,,,,,,,,,40.52690108,-74.16361518,,0101000020E610000022C794A5788A52C0FB12B83971434440,0101000020110F00005B8C92ED5B7E5FC1857B42BCF5DA5241,GARDEN,,,,STATEN ISLAND,10312,GARDEN,GARDENS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5063510003,938764.8801,131283.3385,503,SI01,SI0304,51,17600,17600,5,31,123,dpr_parksproperties,1e606056aeeda9158a532be9edc396b2
377,,,,,,,,,,,,,,,,,,,,,,40.53839631,-74.18713697,,0101000020E6100000C7A10F07FA8B52C0AF10ABE6E9444440,0101000020110F0000A2D53A89EA805FC15EED90A69ADC5241,IDA COURT,,,,STATEN ISLAND,10312,PLAYGROUND,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5062950028,932234.766,135484.4019,503,SI01,SI0304,51,17005,17005,5,31,123,dpr_parksproperties,1e9501a45de36913e841ae1c4aced25b
378,,,,,,,,,,,,,,,,,,,,,,40.60641151,-74.14186022,,0101000020E6100000FC9AA336148952C0F7626B9F9E4D4440,0101000020110F00009593757DFE7B5FC19B98269C56E65241,WESTWOOD PARK,,,,STATEN ISLAND,10314,NATURE AREA,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Regional,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5007860050,944859.6805,160240.3546,502,SI05,SI0203,50,18902,18902,5,31,121,dpr_parksproperties,215f8c7de451f0ee31fabc9daed609f6
379,,,,,,,,,,,,,,,,,,,,,,40.64356867,-74.07984294,,0101000020E61000002CCA671F1C8552C0A4F22F3060524440,0101000020110F000092F7C38E40755FC12BA31A0EA9EB5241,LT. LIA PLAYGROUND,49,BELMONT PLACE,49 BELMONT PLACE,STATEN ISLAND,10301,PLAYGROUND,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5000210001,962092.347,173755.8972,501,SI22,SI0101,49,900,900,5,31,120,dpr_parksproperties,249a576e118d471fe3be1b6c47878b76
380,,,,,,,,,,,,,,,,,,,,,,40.6410907,-74.08171819,,0101000020E6100000C469C9D83A8552C09DE570FD0E524440,0101000020110F0000653DE8BE74755FC1846BE02B4EEB5241,FORT HILL PARK,,,,STATEN ISLAND,10301,NATURE AREA,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Regional,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5000280164,961571.0933,172853.5839,501,SI22,SI0101,49,900,900,5,31,120,dpr_parksproperties,2678bb6072553b1ef7086d01195ab53d
