OBJECTID,Offense,Latitude,Longitude,facname,Public Area,Public Area (supergroup)
311,ROBBERY,40.712493,-73.895464,,,
312,ROBBERY,40.755509,-73.885833,,,
313,ROBBERY,40.733729,-73.871197,,,
314,ROBBERY,40.74560179,-73.86808668,,,
315,ROBBERY,40.68692808,-73.85313793,,,
316,ROBBERY,40.74194837,-73.82118044,,,
317,RAPE,40.7623158,-73.827448,,,
318,ROBBERY,40.683219,-73.804758,,,
319,ROBBERY,40.595862,-73.781894,,,
320,ROBBERY,40.75324,-73.932466,,,
321,ROBBERY,40.742804,-73.924461,,,
322,ROBBERY,40.760147,-73.918044,,,
323,ROBBERY,40.73764034,-73.89593114,,,
324,ROBBERY,40.747293,-73.887182,,,
325,RAPE,40.74348126,-73.87400354,,,
326,ROBBERY,40.710136,-73.859597,,,
327,ROBBERY,40.759921,-73.830311,,,
328,ROBBERY,40.58385696,-73.82111052,,,
329,ROBBERY,40.690784,-73.778546,,,
330,ROBBERY,40.740148,-73.790383,,,
331,ROBBERY,40.68538469,-73.81972761,,,
332,ROBBERY,40.69498609,-73.79990006,,,
333,ROBBERY,40.69297257,-73.81536537,,,
334,ROBBERY,40.602186,-73.749101,,,
335,RAPE,40.76949512,-73.91502417,,,
336,ROBBERY,40.772107,-73.844634,,,
337,ROBBERY,40.75574424,-73.83074823,,,
338,RAPE,40.58594334,-73.81610192,,,
339,RAPE,40.7623158,-73.827448,,,
340,ROBBERY,40.686677,-73.786191,,,
341,ROBBERY,40.760948,-73.932239,,,
342,ROBBERY,40.785749,-73.852826,,,
343,ROBBERY,40.770634,-73.831507,,,
344,ROBBERY,40.73567,-73.747142,,,
345,RAPE,40.72652938,-73.73486454,,,
346,ROBBERY,40.754047,-73.868406,,,
347,ROBBERY,40.75956952,-73.8301393,,,
348,ROBBERY,40.759266,-73.829991,,,
349,ROBBERY,40.701477,-73.807904,,,
350,ROBBERY,40.6938166,-73.80295796,,,
351,ROBBERY,40.715504,-73.755295,,,
352,ROBBERY,40.70862,-73.863275,,,
353,ROBBERY,40.749022,-73.857887,,,
354,ROBBERY,40.6660852,-73.82807761,,,
355,RAPE,40.7623158,-73.827448,,,
356,ROBBERY,40.758443,-73.815429,,,
357,ROBBERY,40.67252779,-73.82125842,,,
358,ROBBERY,40.695904,-73.8041,,,
359,ROBBERY,40.706325,-73.739422,,,
360,ROBBERY,40.72030384,-73.73233735,,,
361,ROBBERY,40.59987182,-73.7615602,,,
362,ROBBERY,40.736767,-73.928263,,,
363,ROBBERY,40.73717,-73.930772,,,
364,ROBBERY,40.748064,-73.919614,,,
365,ROBBERY,40.753776,-73.911086,,,
366,ROBBERY,40.764841,-73.908711,,,
367,ROBBERY,40.757383,-73.896119,,,
368,ROBBERY,40.74224,-73.883055,,,
369,ROBBERY,40.7364824,-73.87427154,,,
370,ROBBERY,40.751924,-73.859382,,,
371,ROBBERY,40.753177,-73.855182,,,
372,ROBBERY,40.785038,-73.841668,,,
373,ROBBERY,40.771988,-73.826575,,,
374,ROBBERY,40.591963,-73.796062,,,
375,RAPE,40.67998074,-73.77623391,,,
376,ROBBERY,40.60745806,-73.76402172,,,
377,ROBBERY,40.717626,-73.7384,,,
378,ROBBERY,40.677146,-73.763068,,,
379,ROBBERY,40.74689072,-73.92079708,,,
380,ROBBERY,40.731398,-73.920558,,,
381,ROBBERY,40.759346,-73.89458,,,
382,ROBBERY,40.708563,-73.894367,,,
383,ROBBERY,40.7460687,-73.88364755,,,
384,ROBBERY,40.734266,-73.883566,,,
385,ROBBERY,40.751647,-73.87613,,,
386,ROBBERY,40.73364,-73.861243,,,
387,ROBBERY,40.67661919,-73.85789786,,,
388,ROBBERY,40.717925,-73.83816,,,
389,ROBBERY,40.740379,-73.848881,,,
390,ROBBERY,40.708316,-73.818128,,,
391,ROBBERY,40.691493,-73.816565,,,
392,ROBBERY,40.76582615,-73.82372638,,,
393,RAPE,40.73011307,-73.81090891,,,
394,ROBBERY,40.762964,-73.784282,,,
395,RAPE,40.67998074,-73.77623391,,,
396,ROBBERY,40.745456,-73.727172,,,
397,ROBBERY,40.75324,-73.932466,,,
398,RAPE,40.70443503,-73.89378071,,,
399,ROBBERY,40.75490474,-73.87387944,,,
400,ROBBERY,40.746363,-73.854821,,,
401,ROBBERY,40.753873,-73.828846,,,
402,ROBBERY,40.711432,-73.817521,,,
403,ROBBERY,40.761004,-73.819818,,,
404,ROBBERY,40.759364,-73.82236,,,
405,ROBBERY,40.69595818,-73.8049531,,,
406,ROBBERY,40.708972,-73.776671,,,
407,RAPE,40.67998074,-73.77623391,,,
408,ROBBERY,40.754866,-73.935524,,,
409,ROBBERY,40.747961,-73.917735,,,
410,ROBBERY,40.708476,-73.92033,,,
411,ROBBERY,40.752425,-73.91494,,,
412,ROBBERY,40.75713,-73.906021,,,
413,ROBBERY,40.75398608,-73.87214146,,,
414,ROBBERY,40.748476,-73.875904,,,
415,ROBBERY,40.743008,-73.854786,,,
416,ROBBERY,40.786247,-73.835448,,,
417,RAPE,40.7623158,-73.827448,,,
418,ROBBERY,40.59312561,-73.79147003,,,
419,ROBBERY,40.59639,-73.784673,,,
420,ROBBERY,40.692311,-73.779718,,,
421,ROBBERY,40.70576236,-73.80165667,,,
422,RAPE,40.7431246,-73.95606807,,,
423,ROBBERY,40.756,-73.881184,,,
424,ROBBERY,40.751924,-73.859382,,,
425,ROBBERY,40.71184513,-73.85975977,,,
426,ROBBERY,40.75096917,-73.8257652,,,
427,ROBBERY,40.685871,-73.793581,,,
428,ROBBERY,40.674992,-73.768897,,,
429,ROBBERY,40.695204,-73.752535,,,
430,RAPE,40.7431246,-73.95606807,,,
431,ROBBERY,40.74916032,-73.92034324,,,
432,ROBBERY,40.74559564,-73.90338918,,,
433,ROBBERY,40.690215,-73.858229,,,
434,ROBBERY,40.743499,-73.855503,,,
435,ROBBERY,40.687663,-73.834064,,,
436,ROBBERY,40.745283,-73.829359,,,
437,ROBBERY,40.75877,-73.824563,,,
438,RAPE,40.69932416,-73.83157089,,,
439,ROBBERY,40.70188235,-73.80551642,,,
440,ROBBERY,40.69454526,-73.80211196,,,
441,ROBBERY,40.691977,-73.805123,,,
442,ROBBERY,40.73301894,-73.73889299,,,
443,ROBBERY,40.757085,-73.941842,,,
444,ROBBERY,40.700078,-73.906594,,,
445,ROBBERY,40.74684483,-73.89143078,,,
446,ROBBERY,40.747394,-73.86298,,,
447,ROBBERY,40.756209,-73.82977,,,
448,ROBBERY,40.74830984,-73.82598509,,,
449,ROBBERY,40.71328,-73.76544,,,
450,ROBBERY,40.7134965,-73.75824994,,,
451,ROBBERY,40.72955,-73.919263,,,
452,ROBBERY,40.706191,-73.914937,,,
453,ROBBERY,40.763909,-73.903965,,,
454,ROBBERY,40.676049,-73.84928,,,
455,ROBBERY,40.74218003,-73.85086894,,,
456,ROBBERY,40.75718265,-73.85501882,,,
457,ROBBERY,40.755045,-73.83226,,,
458,ROBBERY,40.673941,-73.811121,,,
459,ROBBERY,40.68407,-73.820068,,,
460,ROBBERY,40.702007,-73.804979,,,
461,RAPE,40.60277623,-73.75011736,,,
462,ROBBERY,40.69000025,-73.78841935,,,
463,ROBBERY,40.70722033,-73.78956938,,,
464,ROBBERY,40.597275,-73.761929,,,
465,ROBBERY,40.748204,-73.756249,,,
466,ROBBERY,40.735944,-73.745774,,,
467,ROBBERY,40.734478,-73.868013,,,
468,ROBBERY,40.688822,-73.853646,,,
469,ROBBERY,40.747445,-73.858768,,,
470,ROBBERY,40.675196,-73.840992,,,
471,ROBBERY,40.742386,-73.854469,,,
472,ROBBERY,40.74218003,-73.85086894,,,
473,ROBBERY,40.68411702,-73.83272562,,,
474,ROBBERY,40.675151,-73.81026,,,
475,ROBBERY,40.711539,-73.784008,,,
476,ROBBERY,40.706851,-73.798701,,,
477,ROBBERY,40.748064,-73.919614,,,
478,ROBBERY,40.740444,-73.921139,,,
479,ROBBERY,40.739922,-73.916498,,,
480,ROBBERY,40.69927898,-73.90478346,,,
481,ROBBERY,40.71269734,-73.90059444,,,
482,ROBBERY,40.724398,-73.872077,,,
483,MURDER & NON-NEGL. MANSLAUGHTER,40.759429,-73.843931,,,
484,ROBBERY,40.75137,-73.853871,,,
485,ROBBERY,40.743616,-73.819172,,,
486,ROBBERY,40.739336,-73.818936,,,
487,ROBBERY,40.667259,-73.805337,,,
488,ROBBERY,40.719483,-73.814999,,,
489,ROBBERY,40.75551432,-73.82029941,,,
490,ROBBERY,40.708723,-73.802143,,,
491,ROBBERY,40.739198,-73.785572,,,
492,ROBBERY,40.73786,-73.733995,,,
493,RAPE,40.72652938,-73.73486454,,,
494,ROBBERY,40.742368,-73.920756,,,
495,ROBBERY,40.744679,-73.886729,,,
496,ROBBERY,40.689667,-73.856624,,,
497,ROBBERY,40.738996,-73.84849,,,
498,ROBBERY,40.67826704,-73.84793295,,,
499,ROBBERY,40.759336,-73.833439,,,
500,ROBBERY,40.75819216,-73.82317627,,,
501,ROBBERY,40.759581,-73.78375,,,
502,ROBBERY,40.71070974,-73.79303916,,,
503,ROBBERY,40.595465,-73.762038,,,
504,ROBBERY,40.747293,-73.887182,,,
505,ROBBERY,40.747293,-73.887182,,,
506,ROBBERY,40.749335,-73.862903,,,
507,ROBBERY,40.75157615,-73.85583589,,,
508,ROBBERY,40.68143834,-73.83864889,,,
509,ROBBERY,40.729512,-73.818341,,,
510,ROBBERY,40.761891,-73.826038,,,
511,ROBBERY,40.70872644,-73.79065392,,,
512,ROBBERY,40.682208,-73.792574,,,
513,ROBBERY,40.610028,-73.753587,,,
514,ROBBERY,40.75205003,-73.92790843,,,
515,ROBBERY,40.76351,-73.872513,,,
516,MURDER & NON-NEGL. MANSLAUGHTER,40.760179,-73.790647,,,
517,ROBBERY,40.75315,-73.911622,,,
518,ROBBERY,40.69868,-73.888727,,,
519,ROBBERY,40.74763075,-73.88393715,,,
520,ROBBERY,40.666414,-73.85528,,,
521,ROBBERY,40.753779,-73.820722,,,
522,ROBBERY,40.7105825,-73.78355305,,,
523,ROBBERY,40.711247,-73.784875,,,
524,ROBBERY,40.74632,-73.901859,,,
525,ROBBERY,40.713036,-73.908399,,,
526,ROBBERY,40.74632,-73.901859,,,
527,ROBBERY,40.75490474,-73.87387944,,,
528,ROBBERY,40.750286,-73.860228,,,
529,ROBBERY,40.680351,-73.844265,,,
530,ROBBERY,40.74726832,-73.85698205,,,
531,ROBBERY,40.71912,-73.842106,,,
532,ROBBERY,40.668281,-73.804257,,,
533,ROBBERY,40.595016,-73.785405,,,
534,ROBBERY,40.752102,-73.872425,,,
535,ROBBERY,40.742386,-73.854469,,,
536,MURDER & NON-NEGL. MANSLAUGHTER,40.686814,-73.843749,,,
537,RAPE,40.68239828,-73.84007216,,,
538,RAPE,40.7623158,-73.827448,,,
539,ROBBERY,40.71331908,-73.76401847,,,
540,ROBBERY,40.743645,-73.955039,,,
541,ROBBERY,40.737903,-73.883334,,,
542,ROBBERY,40.666527,-73.849146,,,
543,ROBBERY,40.680096,-73.840455,,,
544,ROBBERY,40.69697,-73.792741,,,
545,ROBBERY,40.605021,-73.751479,,,
546,ROBBERY,40.70105171,-73.76758547,,,
547,ROBBERY,40.769713,-73.916338,,,
548,ROBBERY,40.681629,-73.820874,,,
549,ROBBERY,40.734681,-73.810626,,,
550,ROBBERY,40.760941,-73.782626,,,
551,RAPE,40.7431246,-73.95606807,,,
552,ROBBERY,40.74054003,-73.89730872,,,
553,ROBBERY,40.745932,-73.883745,,,
554,ROBBERY,40.744195,-73.885607,,,
555,ROBBERY,40.685871,-73.793581,,,
556,ROBBERY,40.60258,-73.766846,,,
557,ROBBERY,40.696142,-73.777505,,,
558,RAPE,40.67998074,-73.77623391,,,
559,ROBBERY,40.72926,-73.743495,,,
560,ROBBERY,40.752025,-73.938717,,,
561,ROBBERY,40.736358,-73.919106,,,
562,ROBBERY,40.744533,-73.897342,,,
563,ROBBERY,40.701075,-73.891196,,,
564,ROBBERY,40.747682,-73.883467,,,
565,ROBBERY,40.67065443,-73.85540878,,,
566,ROBBERY,40.702435,-73.803364,,,
567,ROBBERY,40.764821,-73.822075,,,
568,ROBBERY,40.59615207,-73.76130342,,,
569,ROBBERY,40.709285,-73.78872,,,
570,ROBBERY,40.67357207,-73.79257399,,,
571,ROBBERY,40.75132743,-73.94108652,,,
572,ROBBERY,40.75016095,-73.90433538,,,
573,ROBBERY,40.74684483,-73.89143078,,,
574,ROBBERY,40.74694276,-73.8904995,,,
575,ROBBERY,40.738985,-73.889067,,,
576,ROBBERY,40.759895,-73.870911,,,
577,RAPE,40.74348126,-73.87400354,,,
578,ROBBERY,40.681371,-73.821784,,,
579,ROBBERY,40.68438284,-73.82326021,,,
580,RAPE,40.7623158,-73.827448,,,
581,ROBBERY,40.709107,-73.818252,,,
582,ROBBERY,40.592296,-73.794094,,,
583,ROBBERY,40.59653,-73.798517,,,
584,ROBBERY,40.598139,-73.766898,,,
585,ROBBERY,40.679906,-73.74348,,,
586,ROBBERY,40.746465,-73.87626,,,
587,ROBBERY,40.67895,-73.850198,,,
588,ROBBERY,40.690643,-73.819551,,,
