OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,Borough,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,Public Area,Public Area (supergroup),facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
855,264679685,3/7/2023,19:20:00,3/7/2023,19:30:00,75,3/7/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1018187,182395,40.667246,-73.877666,"(40.667246, -73.877666)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,264747671,3/8/2023,23:50:00,3/9/2023,0:42:00,78,3/9/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),991724,186291,40.67799932,-73.97305426,"(40.67799932, -73.97305426)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,264721889,3/8/2023,15:50:00,3/8/2023,16:15:00,70,3/8/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),995532,176200,40.650298,-73.959342,"(40.650298, -73.959342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,264705612,3/8/2023,11:20:00,3/8/2023,11:30:00,67,3/8/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),999654,172402,40.639868,-73.944495,"(40.639868, -73.944495)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,264718093,3/8/2023,16:00:00,,(null),71,3/8/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1000629,178895,40.657688,-73.940965,"(40.657688, -73.940965)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,264779006,3/8/2023,23:40:00,3/8/2023,23:49:00,63,3/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1007148,165877,40.62194089,-73.91751602,"(40.62194089, -73.91751602)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,264690487,3/8/2023,4:36:00,,(null),83,3/8/2023,105,ROBBERY,379,"ROBBERY,GAS STATION",COMPLETED,FELONY,BROOKLYN,INSIDE,GAS STATION,N.Y. POLICE DEPT,(null),(null),1008056,194042,40.699245,-73.914143,"(40.699245, -73.914143)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,264723943,3/8/2023,17:15:00,3/8/2023,17:30:00,73,3/8/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1009910,184163,40.672126,-73.907496,"(40.672126, -73.907496)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,264680230,3/8/2023,0:29:00,3/8/2023,0:31:00,69,3/8/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1009046,172840,40.641048,-73.910652,"(40.641048, -73.910652)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,264795202,3/9/2023,9:23:00,3/9/2023,9:28:00,68,3/9/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),982301,169571,40.63210952,-74.00702182,"(40.63210952, -74.00702182)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,264798353,3/9/2023,21:10:00,3/9/2023,21:20:00,79,3/9/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),999470,187078,40.680151,-73.945124,"(40.680151, -73.945124)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,264798083,3/9/2023,20:00:00,3/9/2023,20:30:00,63,3/9/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1000528,168138,40.62816974,-73.94135878,"(40.6281697437036, -73.9413587834752)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,264796598,3/9/2023,20:35:00,3/9/2023,20:40:00,75,3/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1014533,185767,40.676514,-73.890823,"(40.676514, -73.890823)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,264797219,3/9/2023,18:15:00,3/9/2023,18:24:00,75,3/9/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1014297,186320,40.67803108,-73.8916726,"(40.67803108, -73.8916726)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,264798096,3/9/2023,15:00:00,3/9/2023,15:05:00,75,3/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,(null),N.Y. POLICE DEPT,(null),(null),1015540,187210,40.680472,-73.887186,"(40.680472, -73.887186)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,264912026,3/10/2023,19:30:00,3/10/2023,19:35:00,68,3/10/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),981268,170390,40.63435721,-74.01074386,"(40.63435721, -74.01074386)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,264901410,3/10/2023,16:30:00,3/10/2023,16:45:00,76,3/10/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),986535,188772,40.68481196,-73.99176113,"(40.68481196, -73.99176113)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,265113557,3/10/2023,3:00:00,3/10/2023,5:00:00,70,3/14/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),991549,169019,40.63059985,-73.97370532,"(40.6305998504358, -73.9737053160275)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,265028078H1,3/10/2023,9:41:00,,(null),79,3/10/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,INSIDE,MULTI DWELL - APT BUILD,N.Y. POLICE DEPT,(null),(null),995922,188979,40.685374,-73.957913,"(40.685374, -73.957913)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,264906351,3/10/2023,20:10:00,3/10/2023,20:18:00,79,3/10/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),997608,187869,40.682326,-73.951836,"(40.682326, -73.951836)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,264800890,3/10/2023,0:55:00,3/10/2023,1:00:00,70,3/10/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),998643,171516,40.637437,-73.94814,"(40.637437, -73.94814)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,264912377,3/10/2023,23:28:00,3/10/2023,23:30:00,83,3/10/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1008089,191729,40.692899,-73.914034,"(40.692899, -73.914034)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,264863680,3/10/2023,8:45:00,3/10/2023,8:50:00,73,3/10/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),1010287,186518,40.67858725,-73.90612894,"(40.67858725, -73.90612894)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,264800895,3/10/2023,1:00:00,,(null),73,3/10/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1009732,183655,40.670731,-73.908139,"(40.670731, -73.908139)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,264937761,3/10/2023,22:30:00,3/10/2023,22:40:00,75,3/10/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1019821,189337,40.68629158,-73.87174122,"(40.68629158, -73.87174122)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,264896208,3/10/2023,16:20:00,3/10/2023,16:30:00,75,3/10/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1018982,184500,40.67302,-73.874791,"(40.67302, -73.874791)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,264966955,3/11/2023,18:50:00,3/11/2023,19:05:00,72,3/11/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),PARK/PLAYGROUND,N.Y. POLICE DEPT,(null),(null),982967,175044,40.64713186,-74.00462341,"(40.64713186, -74.00462341)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,264940099,3/11/2023,5:20:00,3/11/2023,5:24:00,72,3/11/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),980737,170975,40.635964,-74.012654,"(40.635964, -74.012654)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,264968627,3/11/2023,20:00:00,3/11/2023,20:05:00,66,3/11/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),984137,172125,40.63912,-74.000406,"(40.63912, -74.000406)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,264970732,3/11/2023,19:20:00,3/11/2023,19:25:00,78,3/11/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,(null),N.Y. POLICE DEPT,PROSPECT PARK,(null),991412,181151,40.663894,-73.974182,"(40.663894, -73.974182)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,264970733,3/11/2023,22:11:00,3/11/2023,22:15:00,78,3/12/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,OTHER,N.Y. POLICE DEPT,(null),(null),990266,183672,40.670812,-73.97831,"(40.670812, -73.97831)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,264946370,3/11/2023,5:50:00,3/11/2023,6:00:00,70,3/11/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),991549,169019,40.63059985,-73.97370532,"(40.6305998504358, -73.9737053160275)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,264970724,3/11/2023,20:16:00,3/11/2023,20:26:00,70,3/11/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),995885,174601,40.64591,-73.958072,"(40.64591, -73.958072)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,264975973,3/11/2023,17:40:00,,(null),90,3/11/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),996207,198447,40.711361,-73.956867,"(40.711361, -73.956867)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,265006013H1,3/11/2023,5:40:00,,(null),79,3/11/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,INSIDE,MULTI DWELL - PUBLIC HOUS,N.Y. HOUSING POLICE,(null),(null),998286,189884,40.687855,-73.949388,"(40.687855, -73.949388)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,265006011H1,3/11/2023,13:45:00,,(null),67,3/11/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,INSIDE,MULTI DWELL - APT BUILD,N.Y. POLICE DEPT,(null),(null),1002297,175828,40.649267,-73.934961,"(40.649267, -73.934961)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,264959269,3/11/2023,13:50:00,3/11/2023,14:00:00,77,3/11/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1004161,181456,40.6647091,-73.92822991,"(40.6647091, -73.92822991)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,264946381,3/11/2023,8:40:00,3/11/2023,8:55:00,73,3/11/2023,105,ROBBERY,367,"ROBBERY, CHAIN STORE",COMPLETED,FELONY,BROOKLYN,INSIDE,(null),N.Y. POLICE DEPT,(null),(null),1007380,189081,40.685631,-73.916601,"(40.685631, -73.916601)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,264975942,3/12/2023,0:50:00,3/12/2023,1:00:00,72,3/12/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),981782,171666,40.63786,-74.008889,"(40.63786, -74.008889)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,265003924,3/12/2023,14:30:00,3/12/2023,19:25:00,72,3/12/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),983076,173298,40.64234,-74.004227,"(40.64234, -74.004227)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,265027879,3/12/2023,22:30:00,3/12/2023,22:35:00,84,3/13/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),988205,190528,40.68963119,-73.9857387,"(40.68963119, -73.9857387)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,265047787,3/12/2023,4:00:00,3/12/2023,6:30:00,70,3/13/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),991549,169019,40.63059985,-73.97370532,"(40.6305998504358, -73.9737053160275)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,264978464,3/12/2023,6:30:00,,(null),88,3/12/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),OTHER,N.Y. POLICE DEPT,(null),(null),991154,190553,40.689698,-73.9751049,"(40.689698, -73.9751049)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,265003482,3/12/2023,20:50:00,3/12/2023,20:55:00,70,3/12/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),992519,173956,40.644142,-73.970203,"(40.644142, -73.970203)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,269901443,3/12/2023,19:00:00,3/13/2023,4:00:00,88,6/15/2023,104,RAPE,155,RAPE 2,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),995266,190743,40.6902236,-73.96027859,"(40.6902236041959, -73.9602785860011)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,265006009H1,3/12/2023,20:20:00,,(null),61,3/12/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,OUTSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),999980,157975,40.600268,-73.943353,"(40.600268, -73.943353)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,265003931,3/12/2023,22:30:00,3/12/2023,22:45:00,75,3/13/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1013319,180075,40.660894,-73.895225,"(40.660894, -73.895225)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,264987076,3/12/2023,7:37:00,3/12/2023,8:40:00,75,3/12/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,REAR OF,HOTEL/MOTEL,N.Y. POLICE DEPT,(null),(null),1015085,178381,40.656238,-73.888867,"(40.656238, -73.888867)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,264976693,3/12/2023,4:00:00,3/12/2023,4:15:00,75,3/12/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1017140,183797,40.67110661,-73.88143309,"(40.67110661, -73.88143309)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,265010176,3/13/2023,3:40:00,3/13/2023,3:42:00,68,3/13/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),980418,168689,40.629688,-74.013803,"(40.629688, -74.013803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,265009764,3/13/2023,2:40:00,3/13/2023,2:45:00,78,3/13/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),987381,183506,40.67035772,-73.98871321,"(40.67035772, -73.98871321)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,265033451,3/13/2023,13:53:00,3/13/2023,13:57:00,84,3/13/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),988474,190817,40.690427,-73.984768,"(40.690427, -73.984768)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,265110624,3/13/2023,23:00:00,3/14/2023,6:00:00,90,3/14/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),994467,195748,40.703957,-73.963149,"(40.703957, -73.963149)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,265027882,3/13/2023,6:35:00,3/13/2023,7:00:00,88,3/13/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),994019,188128,40.68303923,-73.96477753,"(40.68303923, -73.96477753)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,265270974,3/13/2023,16:20:00,3/14/2023,16:30:00,61,3/17/2023,105,ROBBERY,360,"ROBBERY,ATM LOCATION",COMPLETED,FELONY,BROOKLYN,INSIDE,BANK,N.Y. POLICE DEPT,(null),(null),997100,153241,40.58728,-73.953735,"(40.58728, -73.953735)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,270564250H1,3/13/2023,18:30:00,,(null),,3/13/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,OUTSIDE,(null),N.Y. POLICE DEPT,(null),(null),997889,182027,40.66628825,-73.95083646,"(40.66628825241037, -73.95083645879316)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,265056549H1,3/13/2023,15:25:00,,(null),67,3/13/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,INSIDE,PVT HOUSE,N.Y. POLICE DEPT,(null),(null),1001502,177317,40.653357,-73.937823,"(40.653357, -73.937823)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,265049345,3/13/2023,21:08:00,3/13/2023,21:20:00,71,3/13/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1000985,182135,40.66657938,-73.93967626,"(40.66657937764677, -73.93967626109551)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,265047782,3/13/2023,22:30:00,3/13/2023,22:50:00,67,3/13/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1003592,176432,40.650921,-73.930294,"(40.650921, -73.930294)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,265005068,3/13/2023,1:00:00,3/13/2023,1:11:00,63,3/13/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,OTHER,N.Y. POLICE DEPT,(null),(null),1005895,162083,40.611533,-73.922042,"(40.611533, -73.922042)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,265047806,3/13/2023,22:15:00,3/13/2023,22:20:00,83,3/13/2023,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1006983,190465,40.689432,-73.918025,"(40.689432, -73.918025)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,265027805,3/13/2023,9:00:00,3/13/2023,9:00:00,73,3/13/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,(null),(null),1010782,185568,40.67598,-73.904348,"(40.67598, -73.904348)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,265043744,3/13/2023,19:30:00,3/13/2023,19:38:00,75,3/13/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1022126,185557,40.675909,-73.863451,"(40.675909, -73.863451)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,265092063,3/14/2023,15:13:00,3/14/2023,15:15:00,76,3/14/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,JEWELRY,N.Y. POLICE DEPT,(null),(null),986060,189715,40.687403,-73.993471,"(40.687403, -73.993471)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,265088304,3/14/2023,13:15:00,3/14/2023,13:21:00,72,3/14/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),989625,179767,40.660096,-73.980624,"(40.660096, -73.980624)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,265101602,3/14/2023,13:28:00,3/14/2023,13:35:00,61,3/14/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,(null),N.Y. POLICE DEPT,(null),(null),995790,161363,40.609575,-73.958437,"(40.609575, -73.958437)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,265275842,3/14/2023,20:50:00,3/14/2023,20:55:00,94,3/17/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",ATTEMPTED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),996912,205439,40.730552,-73.954312,"(40.730552, -73.954312)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,265113890,3/14/2023,16:00:00,3/14/2023,16:30:00,77,3/14/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1001187,184894,40.674153,-73.938938,"(40.674153, -73.938938)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
