OBJECTID,Offense,Latitude,Longitude,geometry
135,RAPE,40.68239828,-73.84007216,POINT (4528743.860778749 -12451268.66909723)
136,ROBBERY,40.596799,-73.799809,POINT (4519214.992516877 -12435184.09669011)
137,ROBBERY,40.715859,-73.746092,POINT (4532468.691090725 -12413785.37198591)
138,ROBBERY,40.699923,-73.897394,POINT (4530694.703685443 -12474235.37470283)
139,ROBBERY,40.734478,-73.868013,POINT (4534541.348689805 -12462453.58905225)
140,ROBBERY,40.73413544,-73.86917383,POINT (4534503.215085039 -12462918.68557552)
141,ROBBERY,40.682832,-73.838369,POINT (4528792.142268295 -12450587.49068018)
142,ROBBERY,40.69664301,-73.80740336,POINT (4530329.576868837 -12438214.95851295)
143,ROBBERY,40.77676279,-73.81595627,POINT (4539248.469980905 -12441630.02849563)
144,ROBBERY,40.71101824,-73.78174089,POINT (4531929.820152473 -12427978.7810146)
145,ROBBERY,40.710334,-73.787682,POINT (4531853.650904092 -12430347.15220533)
146,ROBBERY,40.761636,-73.928971,POINT (4537564.563420769 -12486921.11258788)
147,ROBBERY,40.70397473,-73.90412395,POINT (4531145.740205876 -12476937.03144239)
148,ROBBERY,40.746412,-73.889451,POINT (4535869.835492932 -12471048.16771418)
149,ROBBERY,40.785712,-73.838906,POINT (4540244.691481107 -12450802.25615389)
150,ROBBERY,40.764106,-73.821156,POINT (4537839.522563027 -12443707.07429606)
151,ROBBERY,40.71175736,-73.79562219,POINT (4532012.098614507 -12433513.7581117)
152,ROBBERY,40.706284,-73.796418,POINT (4531402.806966378 -12433831.21621859)
153,ROBBERY,40.756607,-73.927528,POINT (4537004.73770157 -12486340.87311023)
154,RAPE,40.76949512,-73.91502417,POINT (4538439.436657252 -12481315.1263969)
155,ROBBERY,40.752435,-73.871317,POINT (4536540.312785979 -12463777.45067876)
156,ROBBERY,40.742416,-73.866876,POINT (4535425.002807722 -12461998.07180452)
157,ROBBERY,40.75454449,-73.83055276,POINT (4536775.140138613 -12447462.283276)
158,ROBBERY,40.755587,-73.831082,POINT (4536891.19182096 -12447673.84560981)
159,ROBBERY,40.708972,-73.776671,POINT (4531702.033757633 -12425958.38156635)
160,ROBBERY,40.710236,-73.745967,POINT (4531842.741593994 -12413735.65723807)
161,ROBBERY,40.753936,-73.859369,POINT (4536707.40334166 -12458991.3202669)
162,ROBBERY,40.749918,-73.862239,POINT (4536260.121627653 -12460140.67021637)
163,ROBBERY,40.59639,-73.784673,POINT (4519169.462845143 -12429147.53531029)
164,ROBBERY,40.712563,-73.753396,POINT (4532101.782049071 -12416690.95028515)
165,ROBBERY,40.66032997,-73.73934331,POINT (4526287.227746881 -12411101.82861178)
166,ROBBERY,40.699923,-73.897394,POINT (4530694.703685443 -12474235.37470283)
167,ROBBERY,40.738374,-73.896804,POINT (4534975.049425935 -12473998.57877567)
168,MURDER & NON-NEGL. MANSLAUGHTER,40.739221,-73.884524,POINT (4535069.337034637 -12469071.92909564)
169,ROBBERY,40.753052,-73.873071,POINT (4536608.996911799 -12464480.35858975)
170,ROBBERY,40.703582,-73.872958,POINT (4531102.021702255 -12464435.07208594)
171,ROBBERY,40.757098,-73.828963,POINT (4537059.395571548 -12446826.82131712)
172,ROBBERY,40.6723793,-73.78574628,POINT (4527628.553026881 -12429575.40172046)
173,RAPE,40.67998074,-73.77623391,POINT (4528474.741456976 -12425784.22580888)
174,ROBBERY,40.75860075,-73.91820227,POINT (4537226.680936338 -12482592.16042875)
175,ROBBERY,40.70587832,-73.91287845,POINT (4531357.646875354 -12480453.06541948)
176,ROBBERY,40.70283935,-73.9052833,POINT (4531019.350282418 -12477402.54946623)
177,ROBBERY,40.746828,-73.891591,POINT (4535916.144401101 -12471906.71321237)
178,ROBBERY,40.768762,-73.833528,POINT (4538357.826112162 -12448651.71541027)
179,ROBBERY,40.706191,-73.914937,POINT (4531392.454253735 -12481280.10293772)
180,ROBBERY,40.744613,-73.911027,POINT (4535669.571728994 -12479709.31984321)
181,ROBBERY,40.73902749,-73.89407417,POINT (4535047.795599974 -12472903.07409012)
182,ROBBERY,40.68741174,-73.85144576,POINT (4529301.956593061 -12455819.3298256)
183,ROBBERY,40.661178,-73.855979,POINT (4526381.630014658 -12457633.98196373)
184,ROBBERY,40.687784,-73.85013,POINT (4529343.396386704 -12455292.72505585)
185,ROBBERY,40.75894,-73.827802,POINT (4537264.44607359 -12446362.78255518)
186,ROBBERY,40.700355,-73.832558,POINT (4530742.793705466 -12448263.90844017)
187,ROBBERY,40.708715,-73.784673,POINT (4531673.424648498 -12429147.53531029)
188,ROBBERY,40.700215,-73.756768,POINT (4530727.208976755 -12418032.78250953)
189,ROBBERY,40.664967,-73.735838,POINT (4526803.419565273 -12409708.40770314)
190,ROBBERY,40.700568,-73.897341,POINT (4530766.504757005 -12474214.10285899)
191,ROBBERY,40.74699,-73.890036,POINT (4535934.17815861 -12471282.85253603)
192,ROBBERY,40.749081,-73.8804,POINT (4536166.947213858 -12467418.2290079)
193,ROBBERY,40.773785,-73.936279,POINT (4538916.983914416 -12489860.48506283)
194,ROBBERY,40.703124,-73.909749,POINT (4531051.037375473 -12479195.98334971)
195,ROBBERY,40.74094159,-73.87085654,POINT (4535260.872237301 -12463592.93565742)
196,ROBBERY,40.752756,-73.858124,POINT (4536576.046342524 -12458492.79652666)
197,ROBBERY,40.721497,-73.80771,POINT (4533096.310379817 -12438337.36568416)
198,RAPE,40.7431246,-73.95606807,POINT (4535503.883798898 -12497826.4471571)
199,ROBBERY,40.739258,-73.919003,POINT (4535073.455855797 -12482913.95100085)
200,ROBBERY,40.738254,-73.885212,POINT (4534961.69108704 -12469347.85320246)
201,RAPE,40.75656758,-73.87593153,POINT (4537000.349487242 -12465626.86327889)
202,ROBBERY,40.68066927,-73.83632886,POINT (4528551.388265972 -12449771.62916477)
203,ROBBERY,40.793823,-73.847816,POINT (4541147.603870932 -12454366.69739502)
204,ROBBERY,40.679623,-73.820928,POINT (4528434.918022339 -12443615.9854787)
205,ROBBERY,40.701768,-73.807458,POINT (4530900.088145956 -12438236.77000911)
206,ROBBERY,40.668393,-73.771426,POINT (4527184.800140732 -12423868.84563413)
207,ROBBERY,40.762928,-73.914676,POINT (4537708.388202874 -12481175.23857464)
208,ROBBERY,40.699958,-73.907638,POINT (4530698.599867621 -12478348.14122143)
209,ROBBERY,40.745153,-73.887835,POINT (4535729.684254023 -12470399.91907541)
210,ROBBERY,40.738822,-73.888225,POINT (4535024.920557811 -12470556.35942507)
211,ROBBERY,40.742475,-73.872866,POINT (4535431.570657679 -12464398.20188618)
212,RAPE,40.74348126,-73.87400354,POINT (4535543.587008485 -12464854.10026188)
213,ROBBERY,40.721709,-73.844579,POINT (4533119.910111866 -12453071.51579262)
214,ROBBERY,40.67313141,-73.73561977,POINT (4527712.277529101 -12409621.66719378)
215,ROBBERY,40.749999,-73.939424,POINT (4536269.138506408 -12491125.84563816)
216,ROBBERY,40.740018,-73.917428,POINT (4535158.0586688 -12482281.01821102)
217,ROBBERY,40.75672044,-73.91421245,POINT (4537017.365784605 -12480988.99792469)
218,ROBBERY,40.742645,-73.903593,POINT (4535450.494971114 -12476723.84805511)
219,ROBBERY,40.748566,-73.869053,POINT (4536109.6176761 -12462870.27247768)
220,ROBBERY,40.763056,-73.862706,POINT (4537722.637097695 -12460327.70869898)
221,ROBBERY,40.756032,-73.828536,POINT (4536940.728994363 -12446656.1504058)
222,ROBBERY,40.714837,-73.831845,POINT (4532354.922571135 -12447978.86476794)
223,ROBBERY,40.708091,-73.801467,POINT (4531603.961286243 -12435845.67616782)
224,ROBBERY,40.755739,-73.814205,POINT (4536908.11238356 -12440930.62530481)
225,RAPE,40.67998074,-73.77623391,POINT (4528474.741456976 -12425784.22580888)
226,ROBBERY,40.763933,-73.771149,POINT (4537820.264291121 -12423758.51091089)
227,ROBBERY,40.738388,-73.919651,POINT (4534976.607898807 -12483174.37515842)
228,ROBBERY,40.706098,-73.913249,POINT (4531382.101541092 -12480601.92898769)
229,ROBBERY,40.70766009,-73.91343519,POINT (4531555.992604465 -12480676.72962113)
230,ROBBERY,40.696973,-73.903654,POINT (4530366.311187604 -12476748.34000691)
231,ROBBERY,40.747425,-73.872971,POINT (4535982.602137106 -12464440.28202198)
232,ROBBERY,40.74786885,-73.86562804,POINT (4536032.011293095 -12461498.13653257)
233,ROBBERY,40.744213,-73.858778,POINT (4535625.043932677 -12458754.66698136)
234,ROBBERY,40.75008207,-73.81657135,POINT (4536278.385816507 -12441875.68994355)
235,ROBBERY,40.75968494,-73.82116531,POINT (4537347.372415061 -12443710.79378265)
236,ROBBERY,40.72095666,-73.80934253,POINT (4533036.160006162 -12438989.09091766)
237,ROBBERY,40.694306,-73.801765,POINT (4530069.422105657 -12435964.59189072)
238,ROBBERY,40.767871,-73.790988,POINT (4538258.640445865 -12431665.42578776)
239,RAPE,40.67998074,-73.77623391,POINT (4528474.741456976 -12425784.22580888)
240,ROBBERY,40.65763415,-73.74902385,POINT (4525987.13043721 -12414951.52815765)
241,ROBBERY,40.726971,-73.907728,POINT (4533705.67327242 -12478384.28576266)
242,ROBBERY,40.728148,-73.871067,POINT (4533836.696313083 -12463677.27031933)
243,ROBBERY,40.75196155,-73.85455376,POINT (4536487.608573063 -12457063.40614657)
244,ROBBERY,40.6806672,-73.84271766,POINT (4528551.157834626 -12452326.8747433)
245,RAPE,40.70723982,-73.79272673,POINT (4531509.208362069 -12432358.85257526)
246,ROBBERY,40.75986,-73.7827,POINT (4537366.86000512 -12428361.06461725)
247,ROBBERY,40.593761,-73.784418,POINT (4518876.803903848 -12429045.88281904)
248,ROBBERY,40.75603231,-73.79985745,POINT (4536940.763503405 -12435203.42840061)
249,ROBBERY,40.674323,-73.789208,POINT (4527844.924721136 -12430955.61500158)
250,ROBBERY,40.755158,-73.919895,POINT (4536843.43575941 -12483272.43875465)
251,ROBBERY,40.740952,-73.900088,POINT (4535262.031073201 -12475316.71633497)
252,ROBBERY,40.748004,-73.894537,POINT (4536047.056122275 -12473088.79909602)
253,ROBBERY,40.68434,-73.857182,POINT (4528960.012060411 -12458115.62512306)
254,ROBBERY,40.743251,-73.857849,POINT (4535517.954582535 -12458382.6858877)
255,ROBBERY,40.765733,-73.827777,POINT (4538020.639374549 -12446352.79069039)
256,ROBBERY,40.683823,-73.820945,POINT (4528902.459883671 -12443622.77714566)
257,ROBBERY,40.728061,-73.737985,POINT (4533827.011517384 -12410561.84238452)
258,ROBBERY,40.74823165,-73.94167753,POINT (4536072.398004354 -12492032.68019328)
259,ROBBERY,40.761785,-73.924984,POINT (4537581.150024897 -12485318.03805289)
260,RAPE,40.76949512,-73.91502417,POINT (4538439.436657252 -12481315.1263969)
261,ROBBERY,40.765292,-73.913301,POINT (4537971.547479109 -12480622.81956799)
262,ROBBERY,40.75328383,-73.90690796,POINT (4536634.80410935 -12478054.96003969)
263,ROBBERY,40.753464,-73.907287,POINT (4536654.860542007 -12478207.17939103)
264,ROBBERY,40.729981,-73.890355,POINT (4534040.744939708 -12471410.82946428)
265,ROBBERY,40.786247,-73.835448,POINT (4540304.247408682 -12449419.40011616)
266,RAPE,40.68239828,-73.84007216,POINT (4528743.860778749 -12451268.66909723)
267,ROBBERY,40.664577,-73.841213,POINT (4526760.004963865 -12451724.98685178)
268,ROBBERY,40.677597,-73.828216,POINT (4528209.384733993 -12446528.25002193)
269,ROBBERY,40.667428,-73.759589,POINT (4527077.376832116 -12419155.56155136)
270,ROBBERY,40.744246,-73.717208,POINT (4535628.717475873 -12402307.56271274)
271,ROBBERY,40.753694,-73.938325,POINT (4536680.464024888 -12490683.64611161)
272,ROBBERY,40.756159,-73.913011,POINT (4536954.866569693 -12480506.31524773)
273,ROBBERY,40.723879,-73.906951,POINT (4533361.473406887 -12478072.24437458)
274,ROBBERY,40.73532478,-73.86515899,POINT (4534635.611808219 -12461310.24389695)
275,ROBBERY,40.758663,-73.830689,POINT (4537233.61057464 -12447516.74422269)
276,ROBBERY,40.756716,-73.822813,POINT (4537016.871526065 -12444369.10380778)
277,ROBBERY,40.760778,-73.826704,POINT (4537469.051297667 -12445923.95402266)
278,ROBBERY,40.763042,-73.805979,POINT (4537721.078624824 -12437646.39991275)
279,ROBBERY,40.704638,-73.81361,POINT (4531219.575084534 -12440693.01742971)
280,ROBBERY,40.78243784,-73.77653815,POINT (4539880.213657131 -12425905.44783762)
281,ROBBERY,40.710779,-73.78964,POINT (4531903.188077495 -12431127.87671619)
282,ROBBERY,40.754204,-73.812791,POINT (4536737.236965193 -12440365.97108121)
283,ROBBERY,40.74241686,-73.82781569,POINT (4535425.098542484 -12446368.2541067)
284,ROBBERY,40.676567,-73.819433,POINT (4528094.725658475 -12443018.74545691)
285,ROBBERY,40.686944,-73.818758,POINT (4529249.888014437 -12442749.10618946)
286,ROBBERY,40.755369,-73.91807,POINT (4536866.924171967 -12482539.0063857)
287,ROBBERY,40.700496,-73.900764,POINT (4530758.489753668 -12475588.08286175)
288,ROBBERY,40.739197,-73.89015,POINT (4535066.665366858 -12471328.58695438)
289,ROBBERY,40.75552303,-73.83339814,POINT (4536884.070713134 -12448599.79593937)
290,ROBBERY,40.70906,-73.812879,POINT (4531711.829872821 -12440401.11082016)
291,ROBBERY,40.740292,-73.815074,POINT (4535188.560209276 -12441277.66787972)
292,ROBBERY,40.7463,-73.826141,POINT (4535857.367709963 -12445698.95573838)
293,ROBBERY,40.697828,-73.795844,POINT (4530461.489352231 -12433602.23924281)
294,ROBBERY,40.706931,-73.805544,POINT (4531474.830676922 -12437472.77163572)
295,ROBBERY,40.691511,-73.779579,POINT (4529758.28412889 -12427117.17210774)
296,RAPE,40.67998074,-73.77623391,POINT (4528474.741456976 -12425784.22580888)
297,ROBBERY,40.592103,-73.787749,POINT (4518692.236188113 -12430373.86598131)
298,ROBBERY,40.74278117,-73.733705,POINT (4535465.653346174 -12408860.64657709)
299,ROBBERY,40.760378,-73.915094,POINT (4537424.523501351 -12481343.1830652)
300,ROBBERY,40.747583,-73.884396,POINT (4536000.190616651 -12469020.5956433)
301,ROBBERY,40.7471,-73.883841,POINT (4535946.423302598 -12468798.02159373)
302,ROBBERY,40.737201,-73.877388,POINT (4534844.471663235 -12466210.69470096)
303,ROBBERY,40.69551951,-73.86455792,POINT (4530204.509420929 -12461069.47429689)
304,ROBBERY,40.785203,-73.841011,POINT (4540188.029860293 -12451644.18779779)
305,ROBBERY,40.785566,-73.809479,POINT (4540228.438835452 -12439043.57424808)
306,ROBBERY,40.739013,-73.792422,POINT (4535046.182580552 -12432237.31729254)
307,ROBBERY,40.67553356,-73.81447271,POINT (4527979.68364391 -12441037.53564789)
308,ROBBERY,40.707857,-73.798781,POINT (4531577.912525397 -12434773.93454649)
309,ROBBERY,40.666561,-73.779765,POINT (4526980.862833599 -12427191.29695106)
310,ROBBERY,40.593584,-73.776736,POINT (4518857.100353977 -12425984.28079694)
311,ROBBERY,40.712493,-73.895464,POINT (4532093.989684715 -12473460.80245071)
312,ROBBERY,40.755509,-73.885833,POINT (4536882.508900679 -12469596.91664038)
313,ROBBERY,40.733729,-73.871197,POINT (4534457.9703912 -12463729.36391759)
314,ROBBERY,40.74560179,-73.86808668,POINT (4535779.643328296 -12462483.10860964)
315,ROBBERY,40.68692808,-73.85313793,POINT (4529248.115808144 -12456496.64603813)
316,ROBBERY,40.74194837,-73.82118044,POINT (4535372.946474243 -12443716.83845221)
317,RAPE,40.7623158,-73.827448,POINT (4537640.23841061 -12446221.2991505)
318,ROBBERY,40.683219,-73.804758,POINT (4528835.222911232 -12437159.05481065)
319,ROBBERY,40.595862,-73.781894,POINT (4519110.686154004 -12428039.80636832)
320,ROBBERY,40.75324,-73.932466,POINT (4536629.924976068 -12488326.68455808)
321,ROBBERY,40.742804,-73.924461,POINT (4535468.194770149 -12485107.78135124)
322,ROBBERY,40.760147,-73.918044,POINT (4537398.808698978 -12482528.55807166)
323,ROBBERY,40.73764034,-73.89593114,POINT (4534893.37876832 -12473648.27275258)
324,ROBBERY,40.747293,-73.887182,POINT (4535967.907964321 -12470137.99002522)
325,RAPE,40.74348126,-73.87400354,POINT (4535543.587008485 -12464854.10026188)
326,ROBBERY,40.710136,-73.859597,POINT (4531831.609644914 -12459082.62023582)
327,ROBBERY,40.759921,-73.830311,POINT (4537373.650494059 -12447365.64257809)
