OBJECTID,Complaint ID,Offense,Latitude,Longitude,geometry
292,275934737,ROBBERY,40.6419,-74.115421,POINT (4524235.612871145 -12562323.92621786)
293,275928995,ROBBERY,40.63399818,-74.09726711,POINT (4523355.986292405 -12554944.47808007)
294,277986371,RAPE,40.64472094,-74.07703272,POINT (4524549.638475504 -12546728.98414244)
295,276011161,ROBBERY,40.626237,-74.175155,POINT (4522492.01568685 -12586663.57413222)
296,276119899,ROBBERY,40.612606,-74.083121,POINT (4520974.619707847 -12549199.85543019)
297,276145416,ROBBERY,40.63057037,-74.13950741,POINT (4522974.404228669 -12572127.60151694)
298,276194052,ROBBERY,40.619322,-74.083627,POINT (4521722.241408014 -12549405.25221716)
299,276294668,ROBBERY,40.629309,-74.074579,POINT (4522833.989162567 -12545733.42510035)
300,276348355,ROBBERY,40.61065032,-74.0841952,POINT (4520756.914406093 -12549635.90496591)
301,276623267,RAPE,40.57428569,-74.10591441,POINT (4516708.822311606 -12558458.52988893)
302,276420284,ROBBERY,40.59559763,-74.06312226,POINT (4519081.256620224 -12541087.00623611)
303,276520808,ROBBERY,40.58855596,-74.15435786,POINT (4518297.381501489 -12578179.2783569)
304,276608141,ROBBERY,40.53277,-74.192222,POINT (4512087.316840876 -12593634.26159848)
305,276679520,RAPE,40.62318838,-74.14923769,POINT (4522152.644860828 -12576092.14427231)
306,276805760,ROBBERY,40.629262,-74.07943,POINT (4522828.7571465 -12547701.78786388)
307,276898377,ROBBERY,40.63484205,-74.13423444,POINT (4523449.925471101 -12569980.15227581)
308,276973884,ROBBERY,40.635218,-74.168673,POINT (4523491.776033664 -12584018.04541666)
309,277027340,ROBBERY,40.618152,-74.10507,POINT (4521591.997603786 -12558115.30021277)
310,277119155,ROBBERY,40.557871,-74.155367,POINT (4514881.547379277 -12578590.71145376)
311,277146502,ROBBERY,40.553185,-74.158714,POINT (4514359.90424542 -12579955.48843858)
312,277170601,ROBBERY,40.612606,-74.083121,POINT (4520974.619707847 -12549199.85543019)
313,277277177,ROBBERY,40.613717,-74.084818,POINT (4521098.295662118 -12549888.73102688)
314,277216869,ROBBERY,40.61547,-74.081663,POINT (4521293.438729479 -12548608.05598692)
315,277333266,ROBBERY,40.521618,-74.217048,POINT (4510845.881879549 -12603787.06764957)
316,277318870,ROBBERY,40.637813,-74.079688,POINT (4523780.650112273 -12547806.491423)
317,277459254,ROBBERY,40.632736,-74.096419,POINT (4523215.481057515 -12554599.927107)
318,277458772,ROBBERY,40.6339552,-74.08574862,POINT (4523351.201780691 -12550266.53477607)
319,277554511,ROBBERY,40.638805,-74.08747,POINT (4523891.07904714 -12550965.42004395)
320,277629153,ROBBERY,40.640051,-74.078374,POINT (4524029.783132669 -12547273.25098852)
321,277700939,ROBBERY,40.632736,-74.096419,POINT (4523215.481057515 -12554599.927107)
322,277729040,ROBBERY,40.639728,-74.083405,POINT (4523993.826937142 -12549315.13663812)
323,277748697,ROBBERY,40.598261,-74.070417,POINT (4519377.741612418 -12544045.09942017)
324,278137147,RAPE,40.64472094,-74.07703272,POINT (4524549.638475504 -12546728.98414244)
325,277839072,ROBBERY,40.632172,-74.089875,POINT (4523152.696864708 -12551941.98035395)
326,277827983,ROBBERY,40.64472094,-74.07703272,POINT (4524549.638475504 -12546728.98414244)
327,277933314,ROBBERY,40.644731,-74.088948,POINT (4524550.758349581 -12551565.55109547)
328,277941135,ROBBERY,40.643925,-74.078103,POINT (4524461.034840002 -12547163.28055403)
329,277938632,ROBBERY,40.64351,-74.081569,POINT (4524414.837251322 -12548569.90337655)
330,277975480,ROBBERY,40.640157,-74.088667,POINT (4524041.582998692 -12551451.44892718)
331,277970165,ROBBERY,40.633098,-74.086445,POINT (4523255.778713183 -12550549.25820376)
332,277974842,ROBBERY,40.6440286,-74.08194194,POINT (4524472.567539248 -12548721.27312072)
333,278042705,ROBBERY,40.620388,-74.084434,POINT (4521840.9079852 -12549732.84484042)
334,278310310,RAPE,40.64472094,-74.07703272,POINT (4524549.638475504 -12546728.98414244)
335,278237499,RAPE,40.62318838,-74.14923769,POINT (4522152.644860828 -12576092.14427231)
336,278100333,RAPE,40.62318838,-74.14923769,POINT (4522152.644860828 -12576092.14427231)
337,278078129,ROBBERY,40.633064,-74.136827,POINT (4523251.993850495 -12571035.90126009)
338,278046094,ROBBERY,40.616191,-74.104035,POINT (4521373.700082341 -12557694.62511985)
339,278100345,ROBBERY,40.60180983,-74.12059529,POINT (4519772.795560929 -12564428.74898335)
340,278251702,ROBBERY,40.542668,-74.208373,POINT (4513189.157160747 -12600237.58395247)
341,278237496,RAPE,40.64472094,-74.07703272,POINT (4524549.638475504 -12546728.98414244)
342,278254193,ROBBERY,40.623977,-74.081548,POINT (4522240.433637657 -12548561.37995103)
343,278233448,ROBBERY,40.633648,-74.146127,POINT (4523317.004433119 -12574824.45495738)
344,278439580,ROBBERY,40.643996,-74.076502,POINT (4524468.938523849 -12546513.6400231)
345,278470765,ROBBERY,40.64479282,-74.08028168,POINT (4524557.640120502 -12548047.42951865)
346,278630731,ROBBERY,40.62887,-74.073928,POINT (4522785.119906109 -12545469.31697227)
347,278717310,ROBBERY,40.63681194,-74.13729378,POINT (4523669.212622819 -12571226.00247679)
348,278659498,ROBBERY,40.61627704,-74.06774868,POINT (4521383.278011329 -12542962.91479178)
349,278684430,ROBBERY,40.613195,-74.121034,POINT (4521040.186887924 -12564607.24029133)
350,278708754,ROBBERY,40.632918,-74.155141,POINT (4523235.741204839 -12578498.56753034)
351,278793166,RAPE,40.51203825,-74.24975495,POINT (4509779.468987622 -12617186.64153198)
352,278833163,ROBBERY,40.64322,-74.075921,POINT (4524382.554598993 -12546277.90238572)
353,278952639,ROBBERY,40.623238,-74.149217,POINT (4522158.168533961 -12576083.71174357)
354,279006991,ROBBERY,40.643996,-74.076502,POINT (4524468.938523849 -12546513.6400231)
355,279031842,ROBBERY,40.645288,-74.085547,POINT (4524612.763305953 -12550184.68128975)
356,279048584,ROBBERY,40.57104102,-74.10918334,POINT (4516347.627299415 -12559787.42846241)
357,279095164,ROBBERY,40.542668,-74.208373,POINT (4513189.157160747 -12600237.58395247)
358,279081208,ROBBERY,40.59383,-74.086718,POINT (4518884.484948712 -12550660.09680601)
359,279133398,ROBBERY,40.603415,-74.128749,POINT (4519951.482267966 -12567746.91116306)
360,279208483,ROBBERY,40.644719,-74.081327,POINT (4524549.422515692 -12548471.6817086)
361,279411279,ROBBERY,40.635738,-74.132124,POINT (4523549.662168877 -12569120.85754064)
362,279418361,ROBBERY,40.576854,-74.117437,POINT (4516994.725273006 -12563143.92503004)
363,279447847,ROBBERY,40.63274,-74.152082,POINT (4523215.926335478 -12577251.48879039)
364,279472819,ROBBERY,40.614616,-74.084716,POINT (4521198.371884341 -12549847.32340124)
365,279485389,ROBBERY,40.613121,-74.121981,POINT (4521031.949245606 -12564992.54824996)
366,279687754,ROBBERY,40.638005,-74.133351,POINT (4523802.023454506 -12569620.43395202)
