,0,geometry,Latitude,Longitude,RAPE,ROBBERY,MURDER & NON-NEGL. MANSLAUGHTER,Total Crimes
45,POINT (40.86885310832913 -73.84210433157654),POINT (4549499.917324295 -12452081.52704866),40.868853108329134,-73.84210433157654,22,34,1,57
46,POINT (40.85619898370049 -73.82576331583066),POINT (4548091.2666142 -12445548.02166216),40.85619898370049,-73.82576331583066,0,16,0,16
47,POINT (40.82297352988891 -73.90305650562546),POINT (4544392.626014519 -12476508.44548224),40.822973529888905,-73.90305650562546,0,231,4,235
48,POINT (40.86854007664684 -73.80657937441117),POINT (4549465.070796819 -12437886.04409168),40.86854007664684,-73.80657937441117,0,4,0,4
49,POINT (40.84409085576463 -73.85625929676949),POINT (4546743.395977921 -12457746.20080508),40.844090855764634,-73.8562592967695,0,59,0,59
50,POINT (40.83733233292338 -73.91197615714579),POINT (4545991.040656717 -12480090.59514386),40.83733233292338,-73.91197615714579,0,208,9,217
51,POINT (40.88974988287371 -73.88260878014216),POINT (4551826.13562582 -12468303.88580924),40.88974988287371,-73.88260878014216,0,58,0,58
52,POINT (40.83043063092344 -73.89540981717485),POINT (4545222.746704478 -12473439.05841138),40.830430630923445,-73.89540981717485,14,186,3,203
53,POINT (40.87472822615243 -73.80088839019227),POINT (4550153.932448735 -12435614.79028962),40.87472822615243,-73.80088839019227,0,0,0,0
54,POINT (40.84058487623967 -73.82335675566893),POINT (4546353.112122471 -12444586.3676171),40.840584876239674,-73.82335675566893,0,10,0,10
55,POINT (40.8170089705297 -73.83782726485308),POINT (4543728.654303845 -12450370.83848987),40.8170089705297,-73.83782726485308,0,7,1,8
56,POINT (40.8533597110962 -73.89945850666003),POINT (4547775.200233666 -12475064.02894014),40.853359711096196,-73.89945850666003,44,237,4,285
57,POINT (40.83650293805255 -73.85191500781278),POINT (4545898.71284203 -12456007.14631961),40.836502938052554,-73.85191500781278,0,58,1,59
58,POINT (40.83342858763049 -73.89725103141413),POINT (4545556.477718526 -12474177.99362431),40.833428587630486,-73.89725103141413,0,183,3,186
59,POINT (40.87745799410965 -73.83003825972141),POINT (4550457.808827716 -12447256.61956879),40.87745799410965,-73.8300382597214,0,43,0,43
60,POINT (40.82634761688517 -73.92842517158647),POINT (4544768.227660835 -12486701.62554671),40.82634761688517,-73.92842517158647,0,173,4,177
61,POINT (40.85266067891585 -73.84548719104933),POINT (4547697.384327303 -12453434.87378183),40.85266067891585,-73.84548719104933,22,35,0,57
62,POINT (40.81675260215695 -73.82699302825021),POINT (4543700.115507135 -12446039.46472891),40.816752602156946,-73.82699302825021,14,18,0,32
63,POINT (40.89291230623511 -73.85062805090945),POINT (4552178.174984083 -12455492.05435694),40.89291230623511,-73.85062805090945,31,75,1,107
64,POINT (40.81704628072716 -73.84803650704919),POINT (4543732.807656028 -12454454.93540105),40.81704628072716,-73.84803650704919,0,22,1,23
65,POINT (40.8755590954699 -73.88292373465336),POINT (4550246.424398072 -12468430.18306229),40.8755590954699,-73.88292373465336,32,102,4,138
66,POINT (40.82286982949945 -73.91179281880859),POINT (4544381.08213997 -12480016.94664456),40.82286982949945,-73.91179281880859,24,214,7,245
67,POINT (40.86747076989974 -73.87614297991486),POINT (4549346.036114231 -12465711.62057888),40.86747076989974,-73.87614297991486,32,45,1,78
68,POINT (40.90301921237341 -73.89046455671524),POINT (4553303.270628894 -12471454.78217098),40.90301921237341,-73.89046455671524,0,0,0,0
69,POINT (40.90646157292141 -73.89608871747659),POINT (4553686.472452223 -12473711.51215602),40.90646157292141,-73.89608871747659,0,11,0,11
70,POINT (40.81263981961489 -73.87057681396824),POINT (4543242.28264881 -12463480.84665539),40.812639819614894,-73.87057681396824,29,27,0,56
71,POINT (40.85875145832722 -73.91370970925043),POINT (4548375.40678991 -12480787.01749964),40.85875145832722,-73.91370970925043,0,66,2,68
72,POINT (40.86250096475789 -73.90859791239791),POINT (4548792.799936499 -12478733.6579578),40.86250096475789,-73.90859791239791,0,108,0,108
73,POINT (40.84853721263118 -73.85729970742946),POINT (4547238.36216019 -12458162.75333223),40.84853721263118,-73.85729970742946,0,34,0,34
74,POINT (40.83081524273894 -73.8698149770574),POINT (4545265.561495932 -12463175.58062547),40.83081524273894,-73.8698149770574,29,129,5,163
75,POINT (40.8756135940135 -73.88923577502307),POINT (4550252.491148194 -12470961.8278609),40.8756135940135,-73.88923577502307,0,83,1,84
76,POINT (40.81536807163224 -73.90748433949467),POINT (4543545.990274137 -12478286.43069326),40.81536807163224,-73.90748433949467,0,170,5,175
77,POINT (40.80307960414494 -73.90725941285905),POINT (4542178.044330821 -12478196.10050399),40.80307960414494,-73.90725941285905,0,88,1,89
78,POINT (40.82864514571353 -73.81403847133305),POINT (4545023.98740009 -12440864.12272932),40.82864514571353,-73.81403847133305,0,4,0,4
79,POINT (40.89287167979199 -73.91457354596065),POINT (4552173.652469123 -12481134.07512864),40.892871679791995,-73.91457354596065,0,2,0,2
80,POINT (40.88275841411929 -73.90103631291474),POINT (4551047.848884179 -12475697.40050778),40.88275841411929,-73.90103631291474,7,69,2,78
81,POINT (40.81446823191688 -73.83105270565217),POINT (4543445.820575228 -12447662.13509313),40.814468231916884,-73.83105270565217,0,0,0,0
82,POINT (40.87706794497795 -73.82570036997186),POINT (4550414.388756991 -12445522.86691684),40.87706794497795,-73.82570036997186,0,26,0,26
83,POINT (40.90265501727911 -73.87774153062109),POINT (4553262.728616447 -12466352.4165103),40.90265501727911,-73.8777415306211,0,3,0,3
84,POINT (40.84458526077643 -73.911323123443),POINT (4546798.432892079 -12479828.26992899),40.84458526077643,-73.911323123443,0,177,8,185
85,POINT (40.83410523381104 -73.92309692321172),POINT (4545631.801626792 -12484559.42590692),40.83410523381104,-73.92309692321172,36,185,4,225
86,POINT (40.80978632245625 -73.92168394812099),POINT (4542924.63279813 -12483991.46122935),40.80978632245625,-73.92168394812099,30,233,3,266
87,POINT (40.87602924900503 -73.82662897279613),POINT (4550298.761650196 -12445893.96958215),40.87602924900503,-73.82662897279613,0,29,0,29
88,POINT (40.86065799361671 -73.85637859203645),POINT (4548587.641327515 -12457793.96210441),40.860657993616705,-73.85637859203645,0,44,0,44
89,POINT (40.88401062071767 -73.91802751760443),POINT (4551187.24388508 -12482521.93449383),40.884010620717675,-73.91802751760443,0,2,0,2
90,POINT (40.8733787960801 -73.81793623847129),POINT (4550003.714580221 -12442420.85551867),40.8733787960801,-73.81793623847129,0,2,0,2
91,POINT (40.8381908299073 -73.88450002808554),POINT (4546086.608103815 -12469062.31530662),40.8381908299073,-73.88450002808554,0,191,6,197
92,POINT (40.89345991490487 -73.84490903074619),POINT (4552239.134502354 -12453203.5554331),40.89345991490487,-73.8449090307462,31,42,1,74
93,POINT (40.83868098284673 -73.88425000401134),POINT (4546141.171679444 -12468962.04551748),40.83868098284673,-73.88425000401134,0,195,5,200
94,POINT (40.84573159918121 -73.8823547342605),POINT (4546926.042699576 -12468202.01476271),40.84573159918121,-73.8823547342605,0,172,6,178
95,POINT (40.87708180175672 -73.80226690711372),POINT (4550415.931286548 -12436164.88075479),40.877081801756724,-73.80226690711372,0,0,0,0
96,POINT (40.89333778127026 -73.85682518921769),POINT (4552225.538648342 -12457972.76572425),40.89333778127026,-73.85682518921769,0,84,1,85
97,POINT (40.81638876826588 -73.91291654075361),POINT (4543659.613703649 -12480468.36772269),40.81638876826588,-73.91291654075361,24,217,6,247
98,POINT (40.8825302417865 -73.84415117464869),POINT (4551022.44885628 -12452900.35411583),40.8825302417865,-73.84415117464869,31,61,1,93
99,POINT (40.8472121107193 -73.85335152111324),POINT (4547090.85249011 -12456582.14396914),40.847212110719305,-73.85335152111324,0,46,0,46
